Result,Average_Pvalue,H0avr,Number_of_rows
regionAndHour_1_2_20_Y=5,0.9999320861207392,True,1000
regionAndHour_1_2_21_Y=5,0.99999972209957,True,1000
regionAndHour_1_2_22_Y=5,0.9998839449322513,True,1000
regionAndHour_1_2_23_Y=5,0.9999934195128758,True,1000
regionAndHour_1_3_0_Y=5,0.9840272123814052,True,1000
regionAndHour_1_3_1_Y=5,0.9930576758067318,True,1000
regionAndHour_1_3_2_Y=5,0.9867059454126211,True,1000
regionAndHour_1_3_3_Y=5,0.9826535907204161,True,1000
regionAndHour_1_3_4_Y=5,0.9999991155569269,True,1000
regionAndHour_1_3_5_Y=5,0.9999882277756876,True,1000
regionAndHour_1_3_6_Y=5,0.9999668563650381,True,1000
regionAndHour_1_3_7_Y=5,0.9999999481223646,True,1000
regionAndHour_1_3_8_Y=5,0.9998044277740284,True,1000
regionAndHour_1_3_9_Y=5,0.9930127566939999,True,1000
regionAndHour_1_3_10_Y=5,0.9970365952467748,True,1000
regionAndHour_1_3_11_Y=5,0.9991187860912039,True,1000
regionAndHour_1_3_12_Y=5,0.9956231699269207,True,1000
regionAndHour_1_3_13_Y=5,0.9986840355292578,True,1000
regionAndHour_1_3_14_Y=5,0.9981550120329452,True,1000
regionAndHour_1_3_15_Y=5,0.997791902172799,True,1000
regionAndHour_1_3_16_Y=5,0.9989680503151943,True,1000
regionAndHour_1_3_17_Y=5,0.9933311907164913,True,1000
regionAndHour_1_3_18_Y=5,0.9963698175738076,True,1000
regionAndHour_1_3_19_Y=5,0.9965693130653889,True,1000
regionAndHour_1_3_20_Y=5,0.9860478997864924,True,1000
regionAndHour_1_3_21_Y=5,0.9925436755620787,True,1000
regionAndHour_1_3_22_Y=5,0.9923643328479768,True,1000
regionAndHour_1_3_23_Y=5,0.993663879391495,True,1000
regionAndHour_2_1_0_Y=5,0.9883799841957271,True,1000
regionAndHour_2_1_1_Y=5,0.9958400929745523,True,1000
regionAndHour_2_1_2_Y=5,0.9777088899078921,True,1000
regionAndHour_2_1_3_Y=5,0.987489071850239,True,1000
regionAndHour_2_1_4_Y=5,0.987230180795661,True,1000
regionAndHour_2_1_5_Y=5,0.9747131352236444,True,1000
regionAndHour_2_1_6_Y=5,0.9656731837601065,True,1000
regionAndHour_2_1_7_Y=5,0.9764688830190112,True,1000
regionAndHour_2_1_8_Y=5,0.9791196695316692,True,1000
regionAndHour_2_1_9_Y=5,0.9574016122998209,True,1000
regionAndHour_2_1_10_Y=5,0.971060405047893,True,1000
regionAndHour_2_1_11_Y=5,0.9880243093882641,True,1000
regionAndHour_2_1_12_Y=5,0.9834150221636747,True,1000
regionAndHour_2_1_13_Y=5,0.9817472835040308,True,1000
regionAndHour_2_1_14_Y=5,0.9850813470959413,True,1000
regionAndHour_2_1_15_Y=5,0.9960729792084005,True,1000
regionAndHour_2_1_16_Y=5,0.9745256940720518,True,1000
regionAndHour_2_1_17_Y=5,0.9881036676072044,True,1000
regionAndHour_2_1_18_Y=5,0.9639920595483525,True,1000
regionAndHour_2_1_19_Y=5,0.9910909468196423,True,1000
regionAndHour_2_1_20_Y=5,0.9762958338908867,True,1000
regionAndHour_2_1_21_Y=5,0.9803579850461726,True,1000
regionAndHour_2_1_22_Y=5,0.975068337481886,True,1000
regionAndHour_2_1_23_Y=5,0.9720499631423033,True,1000
regionAndHour_2_2_0_Y=5,0.9110520317314003,True,1000
regionAndHour_2_2_1_Y=5,0.975549312655978,True,1000
regionAndHour_2_2_2_Y=5,0.9108047220653708,True,1000
regionAndHour_2_2_3_Y=5,0.952711641850837,True,1000
regionAndHour_2_2_4_Y=5,0.9447621082575953,True,1000
regionAndHour_2_2_5_Y=5,0.9603789704507187,True,1000
regionAndHour_2_2_6_Y=5,0.926268480662313,True,1000
regionAndHour_2_2_7_Y=5,0.9469600015402176,True,1000
regionAndHour_2_2_8_Y=5,0.9386380079607138,True,1000
regionAndHour_2_2_9_Y=5,0.8922040848699307,True,1000
regionAndHour_2_2_10_Y=5,0.9152763548453386,True,1000
regionAndHour_2_2_11_Y=5,0.9066583445097826,True,1000
regionAndHour_2_2_12_Y=5,0.9074722830223138,True,1000
regionAndHour_2_2_13_Y=5,0.8846883503585565,True,1000
regionAndHour_2_2_14_Y=5,0.9268017842747496,True,1000
regionAndHour_2_2_15_Y=5,0.9445865945552088,True,1000
regionAndHour_2_2_16_Y=5,0.8697355483588466,True,1000
regionAndHour_2_2_17_Y=5,0.8859719902767703,True,1000
regionAndHour_2_2_18_Y=5,0.881571072976896,True,1000
regionAndHour_2_2_19_Y=5,0.9120405152145175,True,1000
regionAndHour_2_2_20_Y=5,0.9404251403081518,True,1000
regionAndHour_2_2_21_Y=5,0.935641474423183,True,1000
regionAndHour_2_2_22_Y=5,0.943977363883202,True,1000
regionAndHour_2_2_23_Y=5,0.9534782006389616,True,1000
regionAndHour_2_3_0_Y=5,0.9978277004888714,True,1000
regionAndHour_2_3_1_Y=5,0.9973891178192602,True,1000
regionAndHour_2_3_2_Y=5,0.9897100847015655,True,1000
regionAndHour_2_3_3_Y=5,0.9939248155238584,True,1000
regionAndHour_2_3_4_Y=5,0.9741061776705561,True,1000
regionAndHour_2_3_5_Y=5,0.989943391438919,True,1000
regionAndHour_2_3_6_Y=5,0.9963193031605958,True,1000
regionAndHour_2_3_7_Y=5,0.993131638120891,True,1000
regionAndHour_2_3_8_Y=5,0.9881508093388882,True,1000
regionAndHour_2_3_9_Y=5,0.9907961429291686,True,1000
regionAndHour_2_3_10_Y=5,0.9788598027273231,True,1000
regionAndHour_2_3_11_Y=5,0.9973493584528192,True,1000
regionAndHour_2_3_12_Y=5,0.9842969537454308,True,1000
regionAndHour_2_3_13_Y=5,0.9834308627364818,True,1000
regionAndHour_2_3_14_Y=5,0.9721166495702698,True,1000
regionAndHour_2_3_15_Y=5,0.9823855403462362,True,1000
regionAndHour_2_3_16_Y=5,0.9867460737763093,True,1000
regionAndHour_2_3_17_Y=5,0.9900754785518749,True,1000
regionAndHour_2_3_18_Y=5,0.9910251935455076,True,1000
regionAndHour_2_3_19_Y=5,0.9974621594700043,True,1000
regionAndHour_2_3_20_Y=5,0.9978572984575372,True,1000
regionAndHour_2_3_21_Y=5,0.9944129578272897,True,1000
regionAndHour_2_3_22_Y=5,0.9935165129445294,True,1000
regionAndHour_2_3_23_Y=5,0.9896741079943179,True,1000
regionAndHour_3_1_0_Y=5,0.9824373110022527,True,237
regionAndHour_3_1_1_Y=5,0.9924499446771381,True,278
regionAndHour_3_1_2_Y=5,0.9834031881583531,True,353
regionAndHour_3_1_3_Y=5,0.9872916196679491,True,294
regionAndHour_3_1_4_Y=5,0.9948367071844832,True,334
regionAndHour_3_1_5_Y=5,0.9823067817750732,True,285
regionAndHour_3_1_6_Y=5,0.9880865618107395,True,332
regionAndHour_3_1_7_Y=5,0.9777773813149353,True,255
regionAndHour_3_1_8_Y=5,0.9983240163184526,True,420
regionAndHour_3_1_9_Y=5,0.9984372820520765,True,825
regionAndHour_3_1_10_Y=5,0.9768867498877175,True,863
regionAndHour_3_1_11_Y=5,0.9874518447076054,True,793
regionAndHour_3_1_12_Y=5,0.9857042919198972,True,717
regionAndHour_3_1_13_Y=5,0.9905936925823553,True,533
regionAndHour_3_1_14_Y=5,0.9936032474600822,True,811
regionAndHour_3_1_15_Y=5,0.9921847325279175,True,734
regionAndHour_3_1_16_Y=5,0.9967001168356464,True,799
regionAndHour_3_1_17_Y=5,0.9906818078232202,True,622
regionAndHour_3_1_18_Y=5,0.9901015980157853,True,491
regionAndHour_3_1_19_Y=5,0.9995377605415136,True,452
regionAndHour_3_1_20_Y=5,0.9876169842727386,True,419
regionAndHour_3_1_21_Y=5,0.9887327603662552,True,323
regionAndHour_3_1_22_Y=5,0.9934460998909782,True,335
regionAndHour_3_1_23_Y=5,0.9948319180745245,True,267
regionAndHour_3_2_0_Y=5,0.9990334171728805,True,1000
regionAndHour_3_2_1_Y=5,0.9968705992600473,True,1000
regionAndHour_3_2_2_Y=5,0.9942322432594931,True,1000
regionAndHour_3_2_3_Y=5,0.9993038692123868,True,1000
regionAndHour_3_2_4_Y=5,0.9996530781197298,True,1000
regionAndHour_3_2_5_Y=5,0.9957751955645837,True,1000
regionAndHour_3_2_6_Y=5,0.9952367552872962,True,1000
regionAndHour_3_2_7_Y=5,0.9972752988309266,True,1000
regionAndHour_3_2_8_Y=5,0.9760869818194481,True,1000
regionAndHour_3_2_9_Y=5,0.9997431137649142,True,1000
regionAndHour_3_2_10_Y=5,0.9928120087930075,True,1000
regionAndHour_3_2_11_Y=5,0.9998486430330269,True,1000
regionAndHour_3_2_12_Y=5,0.9999781385408197,True,1000
regionAndHour_3_2_13_Y=5,0.9993676438009129,True,1000
regionAndHour_3_2_14_Y=5,0.9902922164828893,True,1000
regionAndHour_3_2_15_Y=5,0.9719519978394388,True,1000
regionAndHour_3_2_16_Y=5,0.9995755112150926,True,1000
regionAndHour_3_2_17_Y=5,0.9998566167307826,True,1000
regionAndHour_3_2_18_Y=5,0.9962032883810432,True,1000
regionAndHour_3_2_19_Y=5,0.99299860330962,True,1000
regionAndHour_3_2_20_Y=5,0.9995216282967476,True,1000
regionAndHour_3_2_21_Y=5,0.9971957727380631,True,1000
regionAndHour_3_2_22_Y=5,0.9977985139833907,True,1000
regionAndHour_3_2_23_Y=5,0.9995012225528883,True,1000
regionAndHour_3_3_0_Y=5,0.99956389638932,True,1000
regionAndHour_3_3_1_Y=5,0.9999348475192702,True,1000
regionAndHour_3_3_2_Y=5,0.9993705361370819,True,1000
regionAndHour_3_3_3_Y=5,0.9999712653188864,True,1000
regionAndHour_3_3_4_Y=5,0.9997800750338097,True,1000
regionAndHour_3_3_5_Y=5,0.9984098399934879,True,1000
regionAndHour_3_3_6_Y=5,0.9998789319618895,True,1000
regionAndHour_3_3_7_Y=5,0.9867686272725784,True,1000
regionAndHour_3_3_8_Y=5,0.9991509932428758,True,1000
regionAndHour_3_3_9_Y=5,0.9998057799165055,True,1000
regionAndHour_3_3_10_Y=5,0.9960005744848787,True,1000
regionAndHour_3_3_11_Y=5,0.9991722955571711,True,1000
regionAndHour_3_3_12_Y=5,0.987569203252099,True,1000
regionAndHour_3_3_13_Y=5,0.997763451252971,True,1000
regionAndHour_3_3_14_Y=5,0.9966314218016132,True,1000
regionAndHour_3_3_15_Y=5,0.9991212879892608,True,1000
regionAndHour_3_3_16_Y=5,0.9965748090519384,True,1000
regionAndHour_3_3_17_Y=5,0.99988478965926,True,1000
regionAndHour_3_3_18_Y=5,0.9988286156802537,True,1000
regionAndHour_3_3_19_Y=5,0.9939103324675594,True,1000
regionAndHour_3_3_20_Y=5,0.999770985691716,True,1000
regionAndHour_3_3_21_Y=5,0.9993572589530738,True,1000
regionAndHour_3_3_22_Y=5,0.9960272965737824,True,1000
regionAndHour_3_3_23_Y=5,0.999631291298224,True,1000
