Result,Average_Pvalue,H0avr,Number_of_rows
regionAndHour_3_1_14_Y=3,0.9887802982947863,True,1000
regionAndHour_3_1_15_Y=3,0.9774847354788007,True,1000
regionAndHour_3_1_16_Y=3,0.9858919051815078,True,1000
regionAndHour_3_1_17_Y=3,0.9740875929842725,True,956
regionAndHour_3_1_18_Y=3,0.9544070987755603,True,764
regionAndHour_3_1_19_Y=3,0.9745407581848595,True,697
regionAndHour_3_1_20_Y=3,0.9768957031837493,True,653
regionAndHour_3_1_21_Y=3,0.9757672984764456,True,516
regionAndHour_3_1_22_Y=3,0.9618554622873822,True,519
regionAndHour_3_1_23_Y=3,0.9611786224094162,True,408
regionAndHour_3_2_0_Y=3,0.9781101082343457,True,1000
regionAndHour_3_2_1_Y=3,0.9870222381286874,True,1000
regionAndHour_3_2_2_Y=3,0.9912007960836606,True,1000
regionAndHour_3_2_3_Y=3,0.9967428802070672,True,1000
regionAndHour_3_2_4_Y=3,0.9902202192086904,True,1000
regionAndHour_3_2_5_Y=3,0.9956355206104963,True,1000
regionAndHour_3_2_6_Y=3,0.9852618720155322,True,1000
regionAndHour_3_2_7_Y=3,0.9945156075788374,True,1000
regionAndHour_3_2_8_Y=3,0.9788628307762143,True,1000
regionAndHour_3_2_9_Y=3,0.9913191126112575,True,1000
regionAndHour_3_2_10_Y=3,0.9924032325985268,True,1000
regionAndHour_3_2_11_Y=3,0.9823629652224506,True,1000
regionAndHour_3_2_12_Y=3,0.9866348669572435,True,1000
regionAndHour_3_2_13_Y=3,0.9683514785984342,True,1000
regionAndHour_3_2_14_Y=3,0.9485611846812303,True,1000
regionAndHour_3_2_15_Y=3,0.9596288086825591,True,1000
regionAndHour_3_2_16_Y=3,0.979565797032004,True,1000
regionAndHour_3_2_17_Y=3,0.975231000368708,True,1000
regionAndHour_3_2_18_Y=3,0.9760415786513978,True,1000
regionAndHour_3_2_19_Y=3,0.9808766666731233,True,1000
regionAndHour_3_2_20_Y=3,0.9898193824858198,True,1000
regionAndHour_3_2_21_Y=3,0.9516592619913533,True,1000
regionAndHour_3_2_22_Y=3,0.9745885394110386,True,1000
regionAndHour_3_2_23_Y=3,0.979390914458044,True,1000
regionAndHour_3_3_0_Y=3,0.9990513590569806,True,1000
regionAndHour_3_3_1_Y=3,0.9895985531965473,True,1000
regionAndHour_3_3_2_Y=3,0.9981114623784726,True,1000
regionAndHour_3_3_3_Y=3,0.9919595057026225,True,1000
regionAndHour_3_3_4_Y=3,0.9985296143057983,True,1000
regionAndHour_3_3_5_Y=3,0.9929093964619878,True,1000
regionAndHour_3_3_6_Y=3,0.9928000939115784,True,1000
regionAndHour_3_3_7_Y=3,0.993712623414296,True,1000
regionAndHour_3_3_8_Y=3,0.9753839299500792,True,1000
regionAndHour_3_3_9_Y=3,0.9851015724904155,True,1000
regionAndHour_3_3_10_Y=3,0.9778425260045008,True,1000
regionAndHour_3_3_11_Y=3,0.9891122971892964,True,1000
regionAndHour_3_3_12_Y=3,0.9906457306325404,True,1000
regionAndHour_3_3_13_Y=3,0.9960316837268247,True,1000
regionAndHour_3_3_14_Y=3,0.9946565761999623,True,1000
regionAndHour_3_3_15_Y=3,0.9901457713170381,True,1000
regionAndHour_3_3_16_Y=3,0.988355849220489,True,1000
regionAndHour_3_3_17_Y=3,0.9927125901182846,True,1000
regionAndHour_3_3_18_Y=3,0.993711723572293,True,1000
regionAndHour_3_3_19_Y=3,0.9888208265908222,True,1000
regionAndHour_3_3_20_Y=3,0.9908657026097141,True,1000
regionAndHour_3_3_21_Y=3,0.9966022246157777,True,1000
regionAndHour_3_3_22_Y=3,0.9804926431374653,True,1000
regionAndHour_3_3_23_Y=3,0.9832957908436687,True,1000
