Result,Average_Pvalue,H0avr,Number_of_rows
regionAndHour_1_3_6_Y=1,0.8576046891163401,True,1000
regionAndHour_1_3_7_Y=1,0.8407450724320548,True,1000
regionAndHour_1_3_8_Y=1,0.7517749049360083,True,1000
regionAndHour_1_3_9_Y=1,0.6894206393735304,True,1000
regionAndHour_1_3_10_Y=1,0.7306601721346184,True,1000
regionAndHour_1_3_11_Y=1,0.6997698711416406,True,1000
regionAndHour_1_3_12_Y=1,0.6763382190382575,True,1000
regionAndHour_1_3_13_Y=1,0.736875473147144,True,1000
regionAndHour_1_3_14_Y=1,0.6401485627411919,True,1000
regionAndHour_1_3_15_Y=1,0.5989048796701297,True,1000
regionAndHour_1_3_16_Y=1,0.6456224248637563,True,1000
regionAndHour_1_3_17_Y=1,0.6680531323165222,True,1000
regionAndHour_1_3_18_Y=1,0.6195403777284333,True,1000
regionAndHour_1_3_19_Y=1,0.528747668330621,True,1000
regionAndHour_1_3_20_Y=1,0.3946891304821571,True,1000
regionAndHour_1_3_21_Y=1,0.36516388261887955,True,1000
regionAndHour_1_3_22_Y=1,0.30927038133836876,True,1000
regionAndHour_1_3_23_Y=1,0.2664908548860357,True,1000
regionAndHour_2_1_0_Y=1,0.2872047401534834,True,1000
regionAndHour_2_1_1_Y=1,0.2643545025991404,True,1000
regionAndHour_2_1_2_Y=1,0.2590023079430899,True,1000
regionAndHour_2_1_3_Y=1,0.3010143440378273,True,1000
regionAndHour_2_1_4_Y=1,0.28214783130504395,True,1000
regionAndHour_2_1_5_Y=1,0.39455200797752044,True,1000
regionAndHour_2_1_6_Y=1,0.2702596333127624,True,1000
regionAndHour_2_1_7_Y=1,0.23761632652616793,True,1000
regionAndHour_2_1_8_Y=1,0.28548311792493897,True,1000
regionAndHour_2_1_9_Y=1,0.3315671185635723,True,1000
regionAndHour_2_1_10_Y=1,0.19544356664858803,True,1000
regionAndHour_2_1_11_Y=1,0.30470076533447216,True,1000
regionAndHour_2_1_12_Y=1,0.26210086307691827,True,1000
regionAndHour_2_1_13_Y=1,0.2954836164241417,True,1000
regionAndHour_2_1_14_Y=1,0.25880713902950625,True,1000
regionAndHour_2_1_15_Y=1,0.2578144822026015,True,1000
regionAndHour_2_1_16_Y=1,0.22912229242359242,True,1000
regionAndHour_2_1_17_Y=1,0.3107346982590866,True,1000
regionAndHour_2_1_18_Y=1,0.1968282122303026,True,1000
regionAndHour_2_1_19_Y=1,0.18543342471789465,True,1000
regionAndHour_2_1_20_Y=1,0.20146105027364927,True,1000
regionAndHour_2_1_21_Y=1,0.30107143345614046,True,1000
regionAndHour_2_1_22_Y=1,0.27893817196075016,True,1000
regionAndHour_2_1_23_Y=1,0.2660015377270785,True,1000
regionAndHour_2_2_0_Y=1,0.3802905510018506,True,1000
regionAndHour_2_2_1_Y=1,0.4206573984011896,True,1000
regionAndHour_2_2_2_Y=1,0.40350817183044774,True,1000
regionAndHour_2_2_3_Y=1,0.48538633584378743,True,1000
regionAndHour_2_2_4_Y=1,0.4300063683857268,True,1000
regionAndHour_2_2_5_Y=1,0.43274894094486543,True,1000
regionAndHour_2_2_6_Y=1,0.41835397175562006,True,1000
regionAndHour_2_2_7_Y=1,0.3954705644968521,True,1000
regionAndHour_2_2_8_Y=1,0.30909149416997617,True,1000
regionAndHour_2_2_9_Y=1,0.34897375281602744,True,1000
regionAndHour_2_2_10_Y=1,0.3445901504029357,True,1000
regionAndHour_2_2_11_Y=1,0.3281658452270907,True,1000
regionAndHour_2_2_12_Y=1,0.3408028897168074,True,1000
regionAndHour_2_2_13_Y=1,0.3867987319853519,True,1000
regionAndHour_2_2_14_Y=1,0.32079618793052,True,1000
regionAndHour_2_2_15_Y=1,0.3396072193553012,True,1000
regionAndHour_2_2_16_Y=1,0.35862669942274195,True,1000
regionAndHour_2_2_17_Y=1,0.3631253634092059,True,1000
regionAndHour_2_2_18_Y=1,0.4454492651267939,True,1000
regionAndHour_2_2_19_Y=1,0.4102629098902126,True,1000
regionAndHour_2_2_20_Y=1,0.3951937859177386,True,1000
regionAndHour_2_2_21_Y=1,0.37618301681111077,True,1000
regionAndHour_2_2_22_Y=1,0.388325830741452,True,1000
regionAndHour_2_2_23_Y=1,0.3617316717998451,True,1000
regionAndHour_2_3_0_Y=1,0.3796296457942515,True,1000
regionAndHour_2_3_1_Y=1,0.29886358831741544,True,1000
regionAndHour_2_3_2_Y=1,0.46675915922912037,True,1000
regionAndHour_2_3_3_Y=1,0.5185541222401534,True,1000
regionAndHour_2_3_4_Y=1,0.5550682616126468,True,1000
regionAndHour_2_3_5_Y=1,0.5777573630520533,True,1000
regionAndHour_2_3_6_Y=1,0.5126472136356144,True,1000
regionAndHour_2_3_7_Y=1,0.3432271425457877,True,1000
regionAndHour_2_3_8_Y=1,0.2748242905052573,True,1000
regionAndHour_2_3_9_Y=1,0.2826744026342843,True,1000
regionAndHour_2_3_10_Y=1,0.3287464005162871,True,1000
regionAndHour_2_3_11_Y=1,0.3033874693922545,True,1000
regionAndHour_2_3_12_Y=1,0.32557504994066583,True,1000
regionAndHour_2_3_13_Y=1,0.407398287749618,True,1000
regionAndHour_2_3_14_Y=1,0.2962328700894352,True,1000
regionAndHour_2_3_15_Y=1,0.27830590713767733,True,1000
regionAndHour_2_3_16_Y=1,0.29128135126205484,True,1000
regionAndHour_2_3_17_Y=1,0.40705432323215435,True,1000
regionAndHour_2_3_18_Y=1,0.3766538652803055,True,1000
regionAndHour_2_3_19_Y=1,0.31946856116742695,True,1000
regionAndHour_2_3_20_Y=1,0.43791694727867897,True,1000
regionAndHour_2_3_21_Y=1,0.4171531142517445,True,1000
regionAndHour_2_3_22_Y=1,0.2652820977019786,True,1000
regionAndHour_2_3_23_Y=1,0.43802486980701083,True,1000
regionAndHour_3_1_0_Y=1,0.693984134586276,True,708
regionAndHour_3_1_1_Y=1,0.644150701116294,True,835
regionAndHour_3_1_2_Y=1,0.4829077597527324,True,1000
regionAndHour_3_1_3_Y=1,0.7403143690510315,True,857
regionAndHour_3_1_4_Y=1,0.635752691207483,True,980
regionAndHour_3_1_5_Y=1,0.6389553901923735,True,875
regionAndHour_3_1_6_Y=1,0.6384542380094218,True,972
regionAndHour_3_1_7_Y=1,0.6607654780392419,True,818
regionAndHour_3_1_8_Y=1,0.6957652487437928,True,1000
regionAndHour_3_1_9_Y=1,0.5881758434277514,True,1000
regionAndHour_3_1_10_Y=1,0.5749709308593046,True,1000
regionAndHour_3_1_11_Y=1,0.5424110529001567,True,1000
regionAndHour_3_1_12_Y=1,0.5868244358951299,True,1000
regionAndHour_3_1_13_Y=1,0.450265789518971,True,1000
regionAndHour_3_1_14_Y=1,0.6066077891606538,True,1000
regionAndHour_3_1_15_Y=1,0.471401330447313,True,1000
regionAndHour_3_1_16_Y=1,0.5068021803201741,True,1000
regionAndHour_3_1_17_Y=1,0.6082316511708531,True,1000
regionAndHour_3_1_18_Y=1,0.6475104867847505,True,1000
regionAndHour_3_1_19_Y=1,0.6253006616485155,True,1000
regionAndHour_3_1_20_Y=1,0.6057795094200294,True,1000
regionAndHour_3_1_21_Y=1,0.7164476970599442,True,980
regionAndHour_3_1_22_Y=1,0.6157807800414486,True,993
regionAndHour_3_1_23_Y=1,0.5501599209001251,True,793
regionAndHour_3_2_0_Y=1,0.6759179084340016,True,1000
regionAndHour_3_2_1_Y=1,0.704776430453291,True,1000
regionAndHour_3_2_2_Y=1,0.6293810403264102,True,1000
regionAndHour_3_2_3_Y=1,0.6426123103276635,True,1000
regionAndHour_3_2_4_Y=1,0.6815087185505161,True,1000
regionAndHour_3_2_5_Y=1,0.5844014059628005,True,1000
regionAndHour_3_2_6_Y=1,0.5886828100962497,True,1000
regionAndHour_3_2_7_Y=1,0.5723934727529754,True,1000
regionAndHour_3_2_8_Y=1,0.7030445313732188,True,1000
regionAndHour_3_2_9_Y=1,0.7100678306308444,True,1000
regionAndHour_3_2_10_Y=1,0.8180970950906938,True,1000
regionAndHour_3_2_11_Y=1,0.7358332613606337,True,1000
regionAndHour_3_2_12_Y=1,0.6857171163553221,True,1000
regionAndHour_3_2_13_Y=1,0.6980036058267723,True,1000
regionAndHour_3_2_14_Y=1,0.6625904399855274,True,1000
regionAndHour_3_2_15_Y=1,0.7886788223939979,True,1000
regionAndHour_3_2_16_Y=1,0.7025897448075491,True,1000
regionAndHour_3_2_17_Y=1,0.751656476220382,True,1000
regionAndHour_3_2_18_Y=1,0.7546014631802338,True,1000
regionAndHour_3_2_19_Y=1,0.7329336447266999,True,1000
regionAndHour_3_2_20_Y=1,0.7430722383499988,True,1000
regionAndHour_3_2_21_Y=1,0.7614543548747751,True,1000
regionAndHour_3_2_22_Y=1,0.6896895558973791,True,1000
regionAndHour_3_2_23_Y=1,0.7667068349125213,True,1000
regionAndHour_3_3_0_Y=1,0.501730770423146,True,1000
regionAndHour_3_3_1_Y=1,0.542832369178469,True,1000
regionAndHour_3_3_2_Y=1,0.6041325707419889,True,1000
regionAndHour_3_3_3_Y=1,0.5847082090426904,True,1000
regionAndHour_3_3_4_Y=1,0.6026531222059226,True,1000
regionAndHour_3_3_5_Y=1,0.45030055157048526,True,1000
regionAndHour_3_3_6_Y=1,0.45620590950495377,True,1000
regionAndHour_3_3_7_Y=1,0.45682538065318096,True,1000
regionAndHour_3_3_8_Y=1,0.38742550082056276,True,1000
regionAndHour_3_3_9_Y=1,0.3266430766938535,True,1000
regionAndHour_3_3_10_Y=1,0.31951792641495225,True,1000
regionAndHour_3_3_11_Y=1,0.3186973273048852,True,1000
regionAndHour_3_3_12_Y=1,0.27542653394551164,True,1000
regionAndHour_3_3_13_Y=1,0.34163930372942225,True,1000
regionAndHour_3_3_14_Y=1,0.2435401713997325,True,1000
regionAndHour_3_3_15_Y=1,0.33946793651466284,True,1000
regionAndHour_3_3_16_Y=1,0.3792358926161257,True,1000
regionAndHour_3_3_17_Y=1,0.3749719115872744,True,1000
regionAndHour_3_3_18_Y=1,0.4345562502242205,True,1000
regionAndHour_3_3_19_Y=1,0.4497092085125233,True,1000
regionAndHour_3_3_20_Y=1,0.5296655773517994,True,1000
regionAndHour_3_3_21_Y=1,0.5026449650930377,True,1000
regionAndHour_3_3_22_Y=1,0.5436264467980315,True,1000
regionAndHour_3_3_23_Y=1,0.5951943682669844,True,1000
