Result,Proportion H0 True,Proportion H0 False,Average Pvalue,H0avr,Number of rows
regionAndHour_3_2_22_Y=1,0.2,0.8,0.196369698,TRUE,1000
regionAndHour_3_2_23_Y=1,0.4,0.6,0.39866305,TRUE,1000
regionAndHour_3_3_0_Y=1,1,0,1,TRUE,1000
regionAndHour_3_3_1_Y=1,1,0,0.99999991,TRUE,1000
regionAndHour_3_3_2_Y=1,1,0,0.999904686,TRUE,1000
regionAndHour_3_3_3_Y=1,1,0,0.988622174,TRUE,1000
regionAndHour_3_3_4_Y=1,1,0,1,TRUE,1000
regionAndHour_3_3_5_Y=1,1,0,0.999999999,TRUE,1000
regionAndHour_3_3_6_Y=1,1,0,0.839972106,TRUE,1000
regionAndHour_3_3_7_Y=1,1,0,0.999956693,TRUE,1000
regionAndHour_3_3_8_Y=1,1,0,0.990927235,TRUE,1000
regionAndHour_3_3_9_Y=1,0.8,0.2,0.746943306,TRUE,1000
regionAndHour_3_3_10_Y=1,1,0,0.99850012,TRUE,1000
regionAndHour_3_3_11_Y=1,1,0,0.999963926,TRUE,1000
regionAndHour_3_3_12_Y=1,0.8,0.2,0.449286159,TRUE,1000
regionAndHour_3_3_13_Y=1,1,0,1,TRUE,1000
regionAndHour_3_3_14_Y=1,1,0,0.999999319,TRUE,1000
regionAndHour_3_3_15_Y=1,1,0,0.968641882,TRUE,1000
regionAndHour_3_3_16_Y=1,1,0,0.995194346,TRUE,1000
regionAndHour_3_3_17_Y=1,0.8,0.2,0.611079838,TRUE,1000
regionAndHour_3_3_18_Y=1,1,0,0.783385997,TRUE,1000
regionAndHour_3_3_19_Y=1,1,0,0.999996218,TRUE,1000
regionAndHour_3_3_20_Y=1,1,0,0.993072304,TRUE,1000
regionAndHour_3_3_21_Y=1,1,0,0.999767199,TRUE,1000
regionAndHour_3_3_22_Y=1,1,0,0.90803414,TRUE,1000
regionAndHour_3_3_23_Y=1,1,0,0.987147893,TRUE,1000
