Result,Proportion H0 True,Proportion H0 False,Average Pvalue,H0avr,Number of rows
regionAndHour_2_2_0_Y=3,1.0,0.0,0.9372900958949095,True,1000
regionAndHour_2_2_1_Y=3,1.0,0.0,0.9999998384674157,True,1000
regionAndHour_2_2_2_Y=3,1.0,0.0,0.9999985090067376,True,1000
regionAndHour_2_2_3_Y=3,1.0,0.0,0.9525422874649072,True,1000
regionAndHour_2_2_4_Y=3,1.0,0.0,0.9999991723522527,True,1000
regionAndHour_2_2_5_Y=3,1.0,0.0,0.9999999996923558,True,1000
regionAndHour_2_2_6_Y=3,1.0,0.0,0.9999878633147101,True,1000
regionAndHour_2_2_7_Y=3,1.0,0.0,0.9999932947807156,True,1000
regionAndHour_2_2_8_Y=3,1.0,0.0,0.9998616728099732,True,1000
regionAndHour_2_2_9_Y=3,1.0,0.0,0.8773491223009208,True,1000
regionAndHour_2_2_10_Y=3,1.0,0.0,0.9983759477261664,True,1000
regionAndHour_2_2_11_Y=3,1.0,0.0,0.9975000304191856,True,1000
regionAndHour_2_2_12_Y=3,1.0,0.0,0.795655919064526,True,1000
regionAndHour_2_2_13_Y=3,1.0,0.0,0.9998761511955145,True,1000
regionAndHour_2_2_14_Y=3,1.0,0.0,0.9999999479272361,True,1000
regionAndHour_2_2_15_Y=3,1.0,0.0,0.9971806236771634,True,1000
regionAndHour_2_2_16_Y=3,1.0,0.0,0.9940838391472566,True,1000
regionAndHour_2_2_17_Y=3,1.0,0.0,0.9999919376189448,True,1000
regionAndHour_2_2_18_Y=3,1.0,0.0,0.9999991231257489,True,1000
regionAndHour_2_2_19_Y=3,1.0,0.0,0.9999878288503892,True,1000
regionAndHour_2_2_20_Y=3,1.0,0.0,0.8561591163240545,True,982
regionAndHour_2_2_21_Y=3,1.0,0.0,0.9981693145011281,True,1000
regionAndHour_2_2_22_Y=3,1.0,0.0,0.9643550709407733,True,1000
regionAndHour_2_2_23_Y=3,1.0,0.0,0.8411301392158519,True,1000
regionAndHour_2_3_0_Y=3,1.0,0.0,0.9999999997972875,True,1000
regionAndHour_2_3_1_Y=3,1.0,0.0,0.9999999533181236,True,1000
regionAndHour_2_3_2_Y=3,1.0,0.0,0.9999999999778805,True,1000
regionAndHour_2_3_3_Y=3,1.0,0.0,0.9999999999999998,True,1000
regionAndHour_2_3_4_Y=3,1.0,0.0,0.9999999886141762,True,1000
regionAndHour_2_3_5_Y=3,1.0,0.0,0.9999999998883027,True,1000
regionAndHour_2_3_6_Y=3,1.0,0.0,0.9999999999999092,True,1000
regionAndHour_2_3_7_Y=3,1.0,0.0,0.9999999981828852,True,1000
regionAndHour_2_3_8_Y=3,1.0,0.0,0.9999999992775918,True,1000
regionAndHour_2_3_9_Y=3,1.0,0.0,0.9999999999999932,True,1000
regionAndHour_2_3_10_Y=3,1.0,0.0,0.9999999999892172,True,1000
regionAndHour_2_3_11_Y=3,1.0,0.0,0.9999999973416711,True,1000
regionAndHour_2_3_12_Y=3,1.0,0.0,0.9999999999928537,True,1000
regionAndHour_2_3_13_Y=3,1.0,0.0,0.9999999999974886,True,1000
regionAndHour_2_3_14_Y=3,1.0,0.0,0.9999999999999778,True,1000
regionAndHour_2_3_15_Y=3,1.0,0.0,0.9999999999999998,True,1000
regionAndHour_2_3_16_Y=3,1.0,0.0,0.9999999989487588,True,1000
regionAndHour_2_3_17_Y=3,1.0,0.0,0.9996671924440005,True,1000
regionAndHour_2_3_18_Y=3,1.0,0.0,0.9999999971210076,True,1000
regionAndHour_2_3_19_Y=3,1.0,0.0,0.9999999763353543,True,1000
regionAndHour_2_3_20_Y=3,1.0,0.0,0.9999999971011044,True,1000
regionAndHour_2_3_21_Y=3,1.0,0.0,0.999833617761676,True,1000
regionAndHour_2_3_22_Y=3,1.0,0.0,0.99988675604696,True,1000
regionAndHour_2_3_23_Y=3,1.0,0.0,0.9999999999939687,True,1000
regionAndHour_3_2_0_Y=3,1.0,0.0,0.9999999769078439,True,1000
regionAndHour_3_2_1_Y=3,1.0,0.0,0.999999999999974,True,1000
regionAndHour_3_2_2_Y=3,1.0,0.0,0.9999999999339344,True,1000
regionAndHour_3_2_3_Y=3,1.0,0.0,0.9999999963100705,True,1000
regionAndHour_3_2_4_Y=3,1.0,0.0,0.9999892425977028,True,1000
regionAndHour_3_2_5_Y=3,1.0,0.0,0.999998693525078,True,1000
regionAndHour_3_2_6_Y=3,1.0,0.0,0.9999990327885462,True,1000
regionAndHour_3_2_7_Y=3,1.0,0.0,0.999985027183657,True,1000
regionAndHour_3_2_8_Y=3,1.0,0.0,0.9999999999999639,True,1000
regionAndHour_3_2_9_Y=3,1.0,0.0,0.9999994932482495,True,1000
regionAndHour_3_2_10_Y=3,1.0,0.0,0.9999999831651276,True,1000
regionAndHour_3_2_11_Y=3,1.0,0.0,0.9999605221872298,True,1000
regionAndHour_3_2_12_Y=3,1.0,0.0,0.9999996107458806,True,1000
regionAndHour_3_2_13_Y=3,1.0,0.0,0.9999999706278878,True,1000
regionAndHour_3_2_14_Y=3,1.0,0.0,0.9999868741448313,True,1000
regionAndHour_3_2_15_Y=3,1.0,0.0,0.9999979771593072,True,1000
regionAndHour_3_2_16_Y=3,1.0,0.0,0.999994797237189,True,1000
regionAndHour_3_2_17_Y=3,1.0,0.0,0.999999156841701,True,1000
regionAndHour_3_2_18_Y=3,1.0,0.0,0.9990558643676108,True,1000
regionAndHour_3_2_19_Y=3,1.0,0.0,0.9999101711023535,True,1000
regionAndHour_3_2_20_Y=3,1.0,0.0,0.9999999914102731,True,1000
regionAndHour_3_2_21_Y=3,1.0,0.0,0.9996728865848439,True,1000
regionAndHour_3_2_22_Y=3,1.0,0.0,0.993209157832878,True,1000
regionAndHour_3_2_23_Y=3,1.0,0.0,0.9998636273373134,True,1000
regionAndHour_3_3_0_Y=3,1.0,0.0,1.0,True,1000
regionAndHour_3_3_1_Y=3,1.0,0.0,0.9999999598957613,True,1000
regionAndHour_3_3_2_Y=3,1.0,0.0,0.9999999998202428,True,1000
regionAndHour_3_3_3_Y=3,1.0,0.0,0.9999999999998213,True,1000
regionAndHour_3_3_4_Y=3,1.0,0.0,0.9999999999993113,True,1000
regionAndHour_3_3_5_Y=3,1.0,0.0,1.0,True,1000
regionAndHour_3_3_6_Y=3,1.0,0.0,1.0,True,1000
regionAndHour_3_3_7_Y=3,1.0,0.0,1.0,True,1000
regionAndHour_3_3_8_Y=3,1.0,0.0,0.9999999999995367,True,1000
regionAndHour_3_3_9_Y=3,1.0,0.0,0.999999999999927,True,1000
regionAndHour_3_3_10_Y=3,1.0,0.0,0.9999999999999998,True,1000
regionAndHour_3_3_11_Y=3,1.0,0.0,1.0,True,1000
regionAndHour_3_3_12_Y=3,1.0,0.0,0.99999999981475,True,1000
regionAndHour_3_3_13_Y=3,1.0,0.0,0.9999999994424436,True,1000
regionAndHour_3_3_14_Y=3,1.0,0.0,0.9999999999999986,True,1000
regionAndHour_3_3_15_Y=3,1.0,0.0,0.9999999999999989,True,1000
regionAndHour_3_3_16_Y=3,1.0,0.0,0.9999999998181865,True,1000
regionAndHour_3_3_17_Y=3,1.0,0.0,0.9999999831462313,True,1000
regionAndHour_3_3_18_Y=3,1.0,0.0,1.0,True,1000
regionAndHour_3_3_19_Y=3,1.0,0.0,1.0,True,1000
regionAndHour_3_3_20_Y=3,1.0,0.0,0.9999999999999964,True,1000
