Result,Proportion H0 True,Proportion H0 False,Average Pvalue,H0avr,Number of rows
regionAndHour_3_2_14_Y=4,1,0,0.99999831,TRUE,1000
regionAndHour_3_2_15_Y=4,1,0,0.999999838,TRUE,1000
regionAndHour_3_2_16_Y=4,1,0,0.99993619,TRUE,1000
regionAndHour_3_2_17_Y=4,1,0,0.999996478,TRUE,1000
regionAndHour_3_2_18_Y=4,1,0,0.999999519,TRUE,1000
regionAndHour_3_2_19_Y=4,1,0,0.999999981,TRUE,1000
regionAndHour_3_2_20_Y=4,1,0,0.999999474,TRUE,1000
regionAndHour_3_2_21_Y=4,1,0,0.949053249,TRUE,1000
regionAndHour_3_2_22_Y=4,1,0,0.990865463,TRUE,1000
regionAndHour_3_2_23_Y=4,1,0,0.9989778,TRUE,1000
regionAndHour_3_3_0_Y=4,1,0,1,TRUE,1000
regionAndHour_3_3_1_Y=4,1,0,1,TRUE,1000
regionAndHour_3_3_2_Y=4,1,0,1,TRUE,1000
regionAndHour_3_3_3_Y=4,1,0,0.999999998,TRUE,1000
regionAndHour_3_3_4_Y=4,1,0,1,TRUE,1000
regionAndHour_3_3_5_Y=4,1,0,0.999999988,TRUE,1000
regionAndHour_3_3_6_Y=4,1,0,1,TRUE,1000
regionAndHour_3_3_7_Y=4,1,0,0.999999993,TRUE,1000
regionAndHour_3_3_8_Y=4,1,0,1,TRUE,1000
regionAndHour_3_3_9_Y=4,1,0,1,TRUE,1000
regionAndHour_3_3_10_Y=4,1,0,1,TRUE,1000
regionAndHour_3_3_11_Y=4,1,0,1,TRUE,1000
regionAndHour_3_3_12_Y=4,1,0,1,TRUE,1000
regionAndHour_3_3_13_Y=4,1,0,1,TRUE,1000
regionAndHour_3_3_14_Y=4,1,0,1,TRUE,1000
regionAndHour_3_3_15_Y=4,1,0,0.999999994,TRUE,1000
regionAndHour_3_3_16_Y=4,1,0,1,TRUE,1000
regionAndHour_3_3_17_Y=4,1,0,1,TRUE,1000
regionAndHour_3_3_18_Y=4,1,0,1,TRUE,1000
regionAndHour_3_3_19_Y=4,1,0,1,TRUE,1000
regionAndHour_3_3_20_Y=4,1,0,0.999999988,TRUE,1000
regionAndHour_3_3_21_Y=4,1,0,1,TRUE,1000
regionAndHour_3_3_22_Y=4,1,0,0.999999995,TRUE,1000
regionAndHour_3_3_23_Y=4,1,0,1,TRUE,1000
