Result,Proportion H0 True,Proportion H0 False,Average Pvalue,H0avr,Number of rows
regionAndHour_3_2_7_Y=2,1,0,0.999998509,TRUE,1000
regionAndHour_3_2_8_Y=2,1,0,0.999979699,TRUE,1000
regionAndHour_3_2_9_Y=2,1,0,1,TRUE,1000
regionAndHour_3_2_10_Y=2,1,0,1,TRUE,1000
regionAndHour_3_2_11_Y=2,1,0,0.999996079,TRUE,1000
regionAndHour_3_2_12_Y=2,1,0,0.999837079,TRUE,1000
regionAndHour_3_2_13_Y=2,1,0,0.997550664,TRUE,1000
regionAndHour_3_2_14_Y=2,1,0,1,TRUE,1000
regionAndHour_3_2_15_Y=2,1,0,0.999317754,TRUE,1000
regionAndHour_3_2_16_Y=2,1,0,0.997670388,TRUE,1000
regionAndHour_3_2_17_Y=2,1,0,0.999549435,TRUE,1000
regionAndHour_3_2_18_Y=2,1,0,0.999999103,TRUE,1000
regionAndHour_3_2_19_Y=2,1,0,1,TRUE,1000
regionAndHour_3_2_20_Y=2,1,0,0.99999999,TRUE,1000
regionAndHour_3_2_21_Y=2,1,0,0.879752963,TRUE,1000
regionAndHour_3_2_22_Y=2,1,0,0.997463379,TRUE,1000
regionAndHour_3_2_23_Y=2,1,0,1,TRUE,1000
regionAndHour_3_3_0_Y=2,1,0,1,TRUE,1000
regionAndHour_3_3_1_Y=2,1,0,0.999999999,TRUE,1000
regionAndHour_3_3_2_Y=2,1,0,0.999997278,TRUE,1000
regionAndHour_3_3_3_Y=2,1,0,1,TRUE,1000
regionAndHour_3_3_4_Y=2,1,0,0.999999999,TRUE,1000
regionAndHour_3_3_5_Y=2,1,0,1,TRUE,1000
regionAndHour_3_3_6_Y=2,1,0,1,TRUE,1000
regionAndHour_3_3_7_Y=2,1,0,0.999996221,TRUE,1000
regionAndHour_3_3_8_Y=2,1,0,0.999999977,TRUE,1000
regionAndHour_3_3_9_Y=2,1,0,0.999999998,TRUE,1000
regionAndHour_3_3_10_Y=2,1,0,1,TRUE,1000
regionAndHour_3_3_11_Y=2,1,0,0.999999983,TRUE,1000
regionAndHour_3_3_12_Y=2,1,0,0.999998187,TRUE,1000
regionAndHour_3_3_13_Y=2,1,0,0.99999999,TRUE,1000
regionAndHour_3_3_14_Y=2,1,0,1,TRUE,1000
regionAndHour_3_3_15_Y=2,1,0,1,TRUE,1000
regionAndHour_3_3_16_Y=2,1,0,1,TRUE,1000
regionAndHour_3_3_17_Y=2,1,0,1,TRUE,1000
regionAndHour_3_3_18_Y=2,1,0,0.998352209,TRUE,1000
regionAndHour_3_3_19_Y=2,1,0,1,TRUE,1000
regionAndHour_3_3_20_Y=2,1,0,1,TRUE,1000
regionAndHour_3_3_21_Y=2,1,0,0.999999391,TRUE,1000
regionAndHour_3_3_22_Y=2,1,0,1,TRUE,1000
regionAndHour_3_3_23_Y=2,1,0,1,TRUE,1000
