osmid,y,x,street_count,highway,ref,geometry
343634631,41.1675058,-8.5967162,3,,,POINT (-8.5967162 41.1675058)
343634632,41.1688524,-8.5928213,4,,,POINT (-8.5928213 41.1688524)
343634635,41.1668043,-8.5972933,4,,,POINT (-8.5972933 41.1668043)
343634636,41.1691954,-8.5921843,3,,,POINT (-8.5921843 41.1691954)
343634638,41.1695336,-8.5945298,3,,,POINT (-8.5945298 41.1695336)
343634639,41.1684879,-8.5935168,3,,,POINT (-8.5935168 41.1684879)
343634640,41.1699541,-8.6034918,4,,,POINT (-8.6034918 41.1699541)
343634646,41.1654772,-8.6027332,4,,,POINT (-8.6027332 41.1654772)
343634648,41.1666329,-8.6034606,3,,,POINT (-8.6034606 41.1666329)
343634649,41.1685846,-8.6034897,3,,,POINT (-8.6034897 41.1685846)
343646649,41.1654078,-8.6063584,4,traffic_signals,,POINT (-8.6063584 41.1654078)
343646655,41.16542,-8.6053973,3,,,POINT (-8.6053973 41.16542)
343646659,41.1619744,-8.6052826,3,traffic_signals,,POINT (-8.6052826 41.1619744)
343646660,41.1639547,-8.6053094,3,,,POINT (-8.6053094 41.1639547)
343646661,41.1642493,-8.6033107,3,,,POINT (-8.6033107 41.1642493)
343646662,41.1646123,-8.6021711,3,,,POINT (-8.6021711 41.1646123)
343646665,41.1654442,-8.6035558,3,,,POINT (-8.6035558 41.1654442)
343646666,41.1677979,-8.6034745,3,,,POINT (-8.6034745 41.1677979)
343646668,41.1667197,-8.6016946,3,,,POINT (-8.6016946 41.1667197)
343646669,41.1659928,-8.6007548,3,,,POINT (-8.6007548 41.1659928)
343646672,41.1648946,-8.6023529,3,,,POINT (-8.6023529 41.1648946)
343646675,41.1641993,-8.6018867,4,,,POINT (-8.6018867 41.1641993)
343646678,41.1654348,-8.600245,3,,,POINT (-8.600245 41.1654348)
343646683,41.1682719,-8.597633,3,,,POINT (-8.597633 41.1682719)
343646684,41.167062,-8.5981991,3,,,POINT (-8.5981991 41.167062)
343646685,41.1683894,-8.6012913,3,,,POINT (-8.6012913 41.1683894)
343646686,41.1671478,-8.6014923,3,,,POINT (-8.6014923 41.1671478)
343646688,41.1709494,-8.6112781,3,,,POINT (-8.6112781 41.1709494)
343646689,41.1694097,-8.608551,3,,,POINT (-8.608551 41.1694097)
343646697,41.1717854,-8.6111674,3,,,POINT (-8.6111674 41.1717854)
343646706,41.1699383,-8.606388,3,,,POINT (-8.606388 41.1699383)
343646709,41.1667825,-8.6108886,3,,,POINT (-8.6108886 41.1667825)
343646731,41.1677148,-8.6157302,3,,,POINT (-8.6157302 41.1677148)
343646734,41.1675394,-8.6231535,4,,,POINT (-8.6231535 41.1675394)
343646735,41.167059,-8.625176,4,,,POINT (-8.625176 41.167059)
343646736,41.1712335,-8.6194552,4,,,POINT (-8.6194552 41.1712335)
343646737,41.1699895,-8.617606,4,,,POINT (-8.617606 41.1699895)
343646740,41.1677266,-8.6230997,3,,,POINT (-8.6230997 41.1677266)
343646741,41.1678284,-8.6223014,4,,,POINT (-8.6223014 41.1678284)
343646742,41.1688058,-8.6197025,4,,,POINT (-8.6197025 41.1688058)
343646747,41.1695017,-8.6217522,3,,,POINT (-8.6217522 41.1695017)
343646748,41.1717345,-8.6180107,3,,,POINT (-8.6180107 41.1717345)
343646749,41.1718034,-8.6164434,4,,,POINT (-8.6164434 41.1718034)
343646751,41.1701197,-8.6174141,3,,,POINT (-8.6174141 41.1701197)
343646752,41.170669,-8.6185184,3,,,POINT (-8.6185184 41.170669)
343646753,41.17075,-8.6201887,3,,,POINT (-8.6201887 41.17075)
343646757,41.1694035,-8.6186548,3,,,POINT (-8.6186548 41.1694035)
343646762,41.1689379,-8.6237042,3,,,POINT (-8.6237042 41.1689379)
343646764,41.1717693,-8.6242945,1,,,POINT (-8.6242945 41.1717693)
343646768,41.1645684,-8.6260927,3,,,POINT (-8.6260927 41.1645684)
343646769,41.1679046,-8.6309765,3,,,POINT (-8.6309765 41.1679046)
343646771,41.1661654,-8.6385297,3,,,POINT (-8.6385297 41.1661654)
343646772,41.1641134,-8.6327818,3,,,POINT (-8.6327818 41.1641134)
343646776,41.1666118,-8.6377248,3,,,POINT (-8.6377248 41.1666118)
343646781,41.1617864,-8.6377548,4,,,POINT (-8.6377548 41.1617864)
343646785,41.1650766,-8.6357049,1,,,POINT (-8.6357049 41.1650766)
343646786,41.1627453,-8.6390247,4,,,POINT (-8.6390247 41.1627453)
343646787,41.1600947,-8.641946,4,,,POINT (-8.641946 41.1600947)
343646789,41.1597569,-8.635943,3,,,POINT (-8.635943 41.1597569)
343646790,41.160495,-8.6342272,3,,,POINT (-8.6342272 41.160495)
343646791,41.1617584,-8.635313,3,,,POINT (-8.635313 41.1617584)
343646792,41.162373,-8.6339387,4,,,POINT (-8.6339387 41.162373)
343646793,41.1621489,-8.6344333,3,,,POINT (-8.6344333 41.1621489)
343646800,41.1492893,-8.6164438,1,,,POINT (-8.6164438 41.1492893)
343646801,41.149172,-8.6175418,3,,,POINT (-8.6175418 41.149172)
343646810,41.1644207,-8.624854,4,,,POINT (-8.624854 41.1644207)
343646818,41.1642131,-8.6232099,3,,,POINT (-8.6232099 41.1642131)
343646831,41.1630941,-8.6142504,4,traffic_signals,,POINT (-8.6142504 41.1630941)
343646851,41.1618918,-8.6126976,4,,,POINT (-8.6126976 41.1618918)
345296684,41.1480124,-8.6151747,4,,,POINT (-8.6151747 41.1480124)
349907698,41.1588228,-8.6106784,4,,,POINT (-8.6106784 41.1588228)
353287405,41.1587582,-8.6045109,3,,,POINT (-8.6045109 41.1587582)
353289223,41.1646735,-8.6397332,3,,,POINT (-8.6397332 41.1646735)
353290223,41.1665901,-8.6415595,3,,,POINT (-8.6415595 41.1665901)
354912241,41.1490266,-8.5870816,3,,,POINT (-8.5870816 41.1490266)
354912518,41.1492946,-8.5880883,4,,,POINT (-8.5880883 41.1492946)
354912520,41.1471405,-8.5890573,4,,,POINT (-8.5890573 41.1471405)
401623785,41.1712325,-8.5883442,3,,,POINT (-8.5883442 41.1712325)
401623786,41.1738245,-8.5925876,3,,,POINT (-8.5925876 41.1738245)
402004623,41.1594699,-8.5985508,3,,,POINT (-8.5985508 41.1594699)
402007436,41.1599318,-8.6008757,3,,,POINT (-8.6008757 41.1599318)
403124585,41.1710798,-8.603983,3,,,POINT (-8.603983 41.1710798)
404066463,41.1633803,-8.582229,3,,,POINT (-8.582229 41.1633803)
404066469,41.1638283,-8.5824967,3,,,POINT (-8.5824967 41.1638283)
404072485,41.1633089,-8.5811795,3,,,POINT (-8.5811795 41.1633089)
404072500,41.1643048,-8.5811206,3,,,POINT (-8.5811206 41.1643048)
404072511,41.1644184,-8.5819729,3,,,POINT (-8.5819729 41.1644184)
404379906,41.1632155,-8.581856,3,,,POINT (-8.581856 41.1632155)
404746426,41.1634366,-8.5826485,3,,,POINT (-8.5826485 41.1634366)
404746922,41.1701575,-8.6064142,3,,,POINT (-8.6064142 41.1701575)
404754608,41.1593117,-8.598162,3,,,POINT (-8.598162 41.1593117)
404754615,41.1607141,-8.5980121,3,,,POINT (-8.5980121 41.1607141)
404754617,41.1607479,-8.5983147,3,,,POINT (-8.5983147 41.1607479)
404756386,41.1593063,-8.5985784,3,,,POINT (-8.5985784 41.1593063)
404770462,41.1590731,-8.5980519,3,,,POINT (-8.5980519 41.1590731)
404785592,41.160975,-8.5979698,1,,,POINT (-8.5979698 41.160975)
406359726,41.166228,-8.5975254,3,,,POINT (-8.5975254 41.166228)
408438888,41.1664025,-8.593186,3,,,POINT (-8.593186 41.1664025)
408438890,41.1649573,-8.5942307,3,,,POINT (-8.5942307 41.1649573)
408439364,41.1637884,-8.6628391,3,,,POINT (-8.6628391 41.1637884)
408439365,41.1705033,-8.6571788,3,,,POINT (-8.6571788 41.1705033)
409083012,41.1730951,-8.6550308,5,,,POINT (-8.6550308 41.1730951)
409089302,41.1646164,-8.5843902,3,,,POINT (-8.5843902 41.1646164)
409114759,41.1639651,-8.582209,3,,,POINT (-8.582209 41.1639651)
409117206,41.1632036,-8.5861261,3,,,POINT (-8.5861261 41.1632036)
409117207,41.164897,-8.5851715,3,,,POINT (-8.5851715 41.164897)
409118177,41.1686383,-8.5899295,3,motorway_junction,,POINT (-8.5899295 41.1686383)
409770937,41.1630296,-8.5855356,3,,,POINT (-8.5855356 41.1630296)
409771021,41.1659747,-8.5870973,3,,,POINT (-8.5870973 41.1659747)
409771176,41.1652519,-8.5862501,3,,,POINT (-8.5862501 41.1652519)
409972857,41.1600256,-8.5908796,4,,,POINT (-8.5908796 41.1600256)
409973397,41.1594247,-8.5911631,3,,,POINT (-8.5911631 41.1594247)
410199071,41.1765905,-8.6618451,3,,,POINT (-8.6618451 41.1765905)
410199074,41.1769845,-8.6631959,2,,,POINT (-8.6631959 41.1769845)
410370673,41.1671136,-8.5885281,1,,,POINT (-8.5885281 41.1671136)
410371870,41.1700986,-8.5932799,3,,,POINT (-8.5932799 41.1700986)
410768934,41.1770694,-8.6623152,3,,,POINT (-8.6623152 41.1770694)
410769895,41.1766406,-8.6619819,3,,,POINT (-8.6619819 41.1766406)
410769901,41.1706814,-8.6575202,4,,,POINT (-8.6575202 41.1706814)
410770703,41.1748255,-8.6516917,3,,,POINT (-8.6516917 41.1748255)
411014900,41.1653447,-8.5824412,3,,,POINT (-8.5824412 41.1653447)
411014903,41.1653477,-8.5819235,3,,,POINT (-8.5819235 41.1653477)
411014904,41.1655249,-8.5818303,3,,,POINT (-8.5818303 41.1655249)
411014909,41.1653453,-8.5821759,3,,,POINT (-8.5821759 41.1653453)
411018958,41.1631458,-8.5840489,3,,,POINT (-8.5840489 41.1631458)
411029259,41.1709128,-8.6233537,3,,,POINT (-8.6233537 41.1709128)
411029260,41.1708945,-8.6230011,3,,,POINT (-8.6230011 41.1708945)
411029269,41.1704908,-8.6233032,3,,,POINT (-8.6233032 41.1704908)
411502730,41.1621916,-8.5980485,3,,,POINT (-8.5980485 41.1621916)
411502734,41.1616882,-8.5988427,1,,,POINT (-8.5988427 41.1616882)
411504965,41.1700292,-8.5972921,3,,,POINT (-8.5972921 41.1700292)
411504967,41.1737054,-8.6052572,3,,,POINT (-8.6052572 41.1737054)
411504968,41.1737461,-8.6055495,3,,,POINT (-8.6055495 41.1737461)
411504969,41.1738436,-8.6058855,3,,,POINT (-8.6058855 41.1738436)
411504977,41.1746799,-8.5997536,4,,,POINT (-8.5997536 41.1746799)
411504984,41.1737938,-8.6012643,3,,,POINT (-8.6012643 41.1737938)
411504999,41.1733741,-8.5989726,3,,,POINT (-8.5989726 41.1733741)
411506246,41.1743536,-8.6060761,3,,,POINT (-8.6060761 41.1743536)
411831027,41.1710875,-8.6177653,4,,,POINT (-8.6177653 41.1710875)
411831032,41.1737785,-8.6170037,3,,,POINT (-8.6170037 41.1737785)
411835382,41.1722701,-8.5975134,3,,,POINT (-8.5975134 41.1722701)
411835384,41.1726276,-8.5964557,3,,,POINT (-8.5964557 41.1726276)
411835470,41.1720387,-8.598181,4,traffic_signals,,POINT (-8.598181 41.1720387)
411842524,41.1644174,-8.5990691,4,,,POINT (-8.5990691 41.1644174)
411909880,41.1545412,-8.6025153,3,,,POINT (-8.6025153 41.1545412)
412246600,41.1785504,-8.6063233,3,,,POINT (-8.6063233 41.1785504)
412246602,41.1763862,-8.6039188,4,,,POINT (-8.6039188 41.1763862)
412246608,41.1783471,-8.606237,3,,,POINT (-8.606237 41.1783471)
412248019,41.1758899,-8.600181,3,,,POINT (-8.600181 41.1758899)
412249442,41.1737032,-8.6037698,4,,,POINT (-8.6037698 41.1737032)
412508453,41.1562443,-8.5911919,3,,,POINT (-8.5911919 41.1562443)
412513628,41.1608546,-8.5850175,3,,,POINT (-8.5850175 41.1608546)
412513636,41.1633002,-8.5828033,3,,,POINT (-8.5828033 41.1633002)
412525204,41.1640213,-8.589153,3,,,POINT (-8.589153 41.1640213)
412753749,41.1526115,-8.6748615,3,,,POINT (-8.6748615 41.1526115)
413275483,41.1617012,-8.5813789,3,,,POINT (-8.5813789 41.1617012)
413301102,41.1639561,-8.5803064,3,,,POINT (-8.5803064 41.1639561)
413301106,41.1640906,-8.5799505,3,,,POINT (-8.5799505 41.1640906)
413301118,41.1654484,-8.577157,3,,,POINT (-8.577157 41.1654484)
413301119,41.1655795,-8.5771391,3,,,POINT (-8.5771391 41.1655795)
413301124,41.1648191,-8.5787479,3,,,POINT (-8.5787479 41.1648191)
414120959,41.1508771,-8.5939915,3,,,POINT (-8.5939915 41.1508771)
414120971,41.1555492,-8.5911068,3,,,POINT (-8.5911068 41.1555492)
414120979,41.1525454,-8.591988,3,,,POINT (-8.591988 41.1525454)
414120991,41.1509726,-8.5935685,3,,,POINT (-8.5935685 41.1509726)
414127321,41.1555733,-8.5852078,3,,,POINT (-8.5852078 41.1555733)
414127323,41.1558137,-8.584751,3,,,POINT (-8.584751 41.1558137)
414127327,41.1560588,-8.5847749,3,,,POINT (-8.5847749 41.1560588)
414134058,41.1466842,-8.5851449,3,,,POINT (-8.5851449 41.1466842)
414134063,41.1535102,-8.5832017,3,,,POINT (-8.5832017 41.1535102)
414134066,41.1535005,-8.5825627,4,,,POINT (-8.5825627 41.1535005)
414134077,41.1540245,-8.5816931,3,,,POINT (-8.5816931 41.1540245)
414134080,41.1543684,-8.5821095,3,,,POINT (-8.5821095 41.1543684)
414134082,41.1543892,-8.5823448,3,,,POINT (-8.5823448 41.1543892)
414134087,41.1538762,-8.5829157,3,,,POINT (-8.5829157 41.1538762)
414134093,41.1528843,-8.5826461,3,,,POINT (-8.5826461 41.1528843)
414905299,41.1555563,-8.5915151,3,,,POINT (-8.5915151 41.1555563)
414905350,41.1580388,-8.5848673,3,,,POINT (-8.5848673 41.1580388)
414905368,41.1573624,-8.5851789,4,,,POINT (-8.5851789 41.1573624)
414913213,41.1562039,-8.5797621,4,traffic_signals,,POINT (-8.5797621 41.1562039)
414913214,41.1562312,-8.5785407,3,,,POINT (-8.5785407 41.1562312)
414913215,41.1585115,-8.5786551,3,,,POINT (-8.5786551 41.1585115)
414952117,41.1562856,-8.5797729,3,,,POINT (-8.5797729 41.1562856)
414952121,41.1543162,-8.5819624,3,,,POINT (-8.5819624 41.1543162)
414952136,41.1564336,-8.5830173,3,,,POINT (-8.5830173 41.1564336)
414952163,41.155432,-8.5824241,3,,,POINT (-8.5824241 41.155432)
414952167,41.1554286,-8.5820961,3,,,POINT (-8.5820961 41.1554286)
414952169,41.1562854,-8.5826225,3,,,POINT (-8.5826225 41.1562854)
414952188,41.1557997,-8.5821744,3,,,POINT (-8.5821744 41.1557997)
414952190,41.1563604,-8.5822972,3,,,POINT (-8.5822972 41.1563604)
414952200,41.1561434,-8.5805576,3,,,POINT (-8.5805576 41.1561434)
414952202,41.1559692,-8.5804181,3,,,POINT (-8.5804181 41.1559692)
414952216,41.1562595,-8.5802399,3,,,POINT (-8.5802399 41.1562595)
414952218,41.1561688,-8.580218,3,,,POINT (-8.580218 41.1561688)
414952219,41.1562448,-8.5805256,3,,,POINT (-8.5805256 41.1562448)
414952223,41.1563937,-8.5804352,3,,,POINT (-8.5804352 41.1563937)
414957022,41.1548212,-8.5818654,3,,,POINT (-8.5818654 41.1548212)
415398841,41.1665282,-8.5768823,3,,,POINT (-8.5768823 41.1665282)
415406351,41.1649085,-8.5786371,3,,,POINT (-8.5786371 41.1649085)
415406359,41.1666165,-8.5767968,3,,,POINT (-8.5767968 41.1666165)
415754655,41.1603402,-8.5784171,3,,,POINT (-8.5784171 41.1603402)
415754656,41.1579203,-8.5786276,3,,,POINT (-8.5786276 41.1579203)
415754663,41.1516431,-8.5817849,3,,,POINT (-8.5817849 41.1516431)
415754676,41.1525924,-8.5743583,3,,,POINT (-8.5743583 41.1525924)
415754677,41.1566954,-8.5746671,4,,,POINT (-8.5746671 41.1566954)
415754678,41.1568582,-8.5751918,3,,,POINT (-8.5751918 41.1568582)
415754682,41.1569772,-8.577353,3,,,POINT (-8.577353 41.1569772)
415754684,41.1574429,-8.5782036,3,,,POINT (-8.5782036 41.1574429)
415754686,41.1586951,-8.5786325,3,,,POINT (-8.5786325 41.1586951)
415754694,41.1533,-8.5736541,3,,,POINT (-8.5736541 41.1533)
415754699,41.15464,-8.5740455,3,,,POINT (-8.5740455 41.15464)
415754700,41.1551769,-8.574202,3,,,POINT (-8.574202 41.1551769)
416007714,41.1729674,-8.6093197,3,,,POINT (-8.6093197 41.1729674)
416007715,41.1709749,-8.6061999,4,,,POINT (-8.6061999 41.1709749)
416007716,41.1699536,-8.607905,3,,,POINT (-8.607905 41.1699536)
416007717,41.1697339,-8.6081611,3,,,POINT (-8.6081611 41.1697339)
416007718,41.1696899,-8.6082111,3,,,POINT (-8.6082111 41.1696899)
416007719,41.1697067,-8.6079414,3,,,POINT (-8.6079414 41.1697067)
416007724,41.1700362,-8.6079482,4,,,POINT (-8.6079482 41.1700362)
416007731,41.1698499,-8.6083251,3,,,POINT (-8.6083251 41.1698499)
416007742,41.1683575,-8.6070771,3,,,POINT (-8.6070771 41.1683575)
416011692,41.1698496,-8.6216055,3,,,POINT (-8.6216055 41.1698496)
416011733,41.1702881,-8.6231372,3,,,POINT (-8.6231372 41.1702881)
416480025,41.1809053,-8.6491163,4,,,POINT (-8.6491163 41.1809053)
417011929,41.1617417,-8.5965553,4,,,POINT (-8.5965553 41.1617417)
417058186,41.1562481,-8.590461,3,,,POINT (-8.590461 41.1562481)
417058205,41.1555498,-8.5904553,4,,,POINT (-8.5904553 41.1555498)
417058220,41.1565648,-8.5910655,3,,,POINT (-8.5910655 41.1565648)
417153179,41.1595837,-8.5916487,4,,,POINT (-8.5916487 41.1595837)
417153187,41.1602845,-8.5917886,4,,,POINT (-8.5917886 41.1602845)
417998888,41.1693857,-8.6034882,3,,,POINT (-8.6034882 41.1693857)
417998906,41.1684439,-8.6043871,3,,,POINT (-8.6043871 41.1684439)
418191593,41.1696451,-8.6057303,3,,,POINT (-8.6057303 41.1696451)
418198684,41.1653961,-8.5974529,3,,,POINT (-8.5974529 41.1653961)
420446029,41.160794,-8.6648174,4,,,POINT (-8.6648174 41.160794)
420446030,41.1596696,-8.6640133,4,,,POINT (-8.6640133 41.1596696)
420446037,41.1616436,-8.6626467,3,,,POINT (-8.6626467 41.1616436)
420774512,41.1813442,-8.6094057,3,,,POINT (-8.6094057 41.1813442)
420776894,41.1822941,-8.5970843,4,,,POINT (-8.5970843 41.1822941)
420776895,41.1823459,-8.5972669,3,,,POINT (-8.5972669 41.1823459)
420776909,41.1821772,-8.5971772,4,,,POINT (-8.5971772 41.1821772)
420776943,41.1779635,-8.5992274,3,,,POINT (-8.5992274 41.1779635)
420776961,41.180266,-8.5947767,1,,,POINT (-8.5947767 41.180266)
420777494,41.1739145,-8.6008383,3,,,POINT (-8.6008383 41.1739145)
420777495,41.1716092,-8.5994616,3,,,POINT (-8.5994616 41.1716092)
420807840,41.1820433,-8.5972538,3,,,POINT (-8.5972538 41.1820433)
422547977,41.1703707,-8.6438713,3,,,POINT (-8.6438713 41.1703707)
422547991,41.1707813,-8.6421381,3,,,POINT (-8.6421381 41.1707813)
423185164,41.1491025,-8.5990569,3,,,POINT (-8.5990569 41.1491025)
424016753,41.1657348,-8.5816764,3,,,POINT (-8.5816764 41.1657348)
424016817,41.1711627,-8.5790341,3,,,POINT (-8.5790341 41.1711627)
424016854,41.174448,-8.5760095,4,,,POINT (-8.5760095 41.174448)
424029086,41.1648012,-8.5817286,1,,,POINT (-8.5817286 41.1648012)
424548279,41.1675194,-8.5822508,3,,,POINT (-8.5822508 41.1675194)
424548338,41.1677204,-8.5841683,3,,,POINT (-8.5841683 41.1677204)
425725650,41.1703101,-8.6101283,3,,,POINT (-8.6101283 41.1703101)
425725651,41.164361,-8.6062487,3,,,POINT (-8.6062487 41.164361)
425725652,41.1683638,-8.6123058,3,,,POINT (-8.6123058 41.1683638)
425725925,41.1705142,-8.6230318,3,,,POINT (-8.6230318 41.1705142)
425727393,41.1691637,-8.6228993,3,,,POINT (-8.6228993 41.1691637)
425743085,41.1716148,-8.6261528,3,,,POINT (-8.6261528 41.1716148)
427067703,41.1481224,-8.627145,1,,,POINT (-8.627145 41.1481224)
427067714,41.1513364,-8.6290837,3,,,POINT (-8.6290837 41.1513364)
427067727,41.1488361,-8.6254981,4,,,POINT (-8.6254981 41.1488361)
427277889,41.1556393,-8.594235,1,,,POINT (-8.594235 41.1556393)
427277908,41.1551624,-8.5947889,3,,,POINT (-8.5947889 41.1551624)
427277909,41.1547249,-8.5954715,3,,,POINT (-8.5954715 41.1547249)
428050267,41.1665447,-8.6077198,3,,,POINT (-8.6077198 41.1665447)
428050285,41.1679799,-8.6075552,3,,,POINT (-8.6075552 41.1679799)
428050290,41.1669871,-8.6081654,3,,,POINT (-8.6081654 41.1669871)
428050294,41.1673724,-8.6086843,3,,,POINT (-8.6086843 41.1673724)
428208837,41.1520068,-8.6743243,3,,,POINT (-8.6743243 41.1520068)
428208841,41.1506909,-8.6745546,4,,,POINT (-8.6745546 41.1506909)
428208843,41.1498901,-8.6744762,3,,,POINT (-8.6744762 41.1498901)
428210300,41.152335,-8.6648766,3,,,POINT (-8.6648766 41.152335)
428214870,41.1555889,-8.6728466,3,,,POINT (-8.6728466 41.1555889)
428214871,41.1595736,-8.6759385,3,,,POINT (-8.6759385 41.1595736)
428214872,41.1556878,-8.6716502,3,,,POINT (-8.6716502 41.1556878)
428214874,41.1521546,-8.6549603,3,,,POINT (-8.6549603 41.1521546)
428214875,41.1614868,-8.6515692,3,,,POINT (-8.6515692 41.1614868)
428214881,41.1574354,-8.6522628,4,,,POINT (-8.6522628 41.1574354)
428214889,41.1599898,-8.6538181,3,,,POINT (-8.6538181 41.1599898)
428214894,41.1584699,-8.6526535,4,,,POINT (-8.6526535 41.1584699)
428214900,41.1586844,-8.6409629,3,,,POINT (-8.6409629 41.1586844)
428214901,41.1576583,-8.639464,3,,,POINT (-8.639464 41.1576583)
428214902,41.1571299,-8.637989,3,,,POINT (-8.637989 41.1571299)
428214905,41.1543751,-8.638156,3,,,POINT (-8.638156 41.1543751)
428214906,41.1550394,-8.6378318,3,,,POINT (-8.6378318 41.1550394)
428214907,41.1579269,-8.6363835,4,,,POINT (-8.6363835 41.1579269)
428214909,41.1570522,-8.6528242,3,,,POINT (-8.6528242 41.1570522)
428214911,41.1568967,-8.6528068,3,,,POINT (-8.6528068 41.1568967)
428214914,41.1563339,-8.6524531,3,,,POINT (-8.6524531 41.1563339)
428214930,41.1523764,-8.6549367,3,,,POINT (-8.6549367 41.1523764)
428214934,41.1534899,-8.6540042,3,,,POINT (-8.6540042 41.1534899)
428214938,41.1533589,-8.6519285,3,,,POINT (-8.6519285 41.1533589)
428214939,41.1531794,-8.6517829,3,,,POINT (-8.6517829 41.1531794)
428214941,41.1526053,-8.651746,3,,,POINT (-8.651746 41.1526053)
428214944,41.1566662,-8.6385615,3,,,POINT (-8.6385615 41.1566662)
428214946,41.1561192,-8.6393106,4,,,POINT (-8.6393106 41.1561192)
428214949,41.1580897,-8.6373253,3,,,POINT (-8.6373253 41.1580897)
428214952,41.1555883,-8.6404296,3,,,POINT (-8.6404296 41.1555883)
428214955,41.1618635,-8.6247533,3,,,POINT (-8.6247533 41.1618635)
428214956,41.1623574,-8.627823,3,,,POINT (-8.627823 41.1623574)
428215354,41.1504797,-8.6609465,3,,,POINT (-8.6609465 41.1504797)
428215356,41.1486677,-8.6552429,3,,,POINT (-8.6552429 41.1486677)
428215357,41.148427,-8.6556534,3,,,POINT (-8.6556534 41.148427)
428215368,41.1480208,-8.6576739,4,,,POINT (-8.6576739 41.1480208)
428215369,41.1486941,-8.6556617,4,,,POINT (-8.6556617 41.1486941)
428215376,41.1541485,-8.6556834,4,,,POINT (-8.6556834 41.1541485)
428215403,41.1546029,-8.6522588,1,turning_circle,,POINT (-8.6522588 41.1546029)
428215409,41.1534235,-8.6517686,3,,,POINT (-8.6517686 41.1534235)
428215421,41.1539551,-8.6503173,4,,,POINT (-8.6503173 41.1539551)
428215431,41.1568917,-8.651868,3,,,POINT (-8.651868 41.1568917)
428215436,41.1563695,-8.6522005,3,,,POINT (-8.6522005 41.1563695)
428215440,41.1580094,-8.6510944,3,,,POINT (-8.6510944 41.1580094)
428215448,41.1587564,-8.6541434,3,,,POINT (-8.6541434 41.1587564)
428215580,41.1582244,-8.6504952,3,,,POINT (-8.6504952 41.1582244)
428215585,41.1575405,-8.6521381,3,,,POINT (-8.6521381 41.1575405)
428215595,41.1568196,-8.6658602,1,,,POINT (-8.6658602 41.1568196)
428215627,41.1539498,-8.6773429,3,,,POINT (-8.6773429 41.1539498)
428215628,41.1530168,-8.6763746,4,,,POINT (-8.6763746 41.1530168)
428215629,41.1528156,-8.674198,3,,,POINT (-8.674198 41.1528156)
428215636,41.1518128,-8.6752801,3,,,POINT (-8.6752801 41.1518128)
428215639,41.151363,-8.6760796,4,,,POINT (-8.6760796 41.151363)
428215642,41.1520723,-8.6750184,3,,,POINT (-8.6750184 41.1520723)
428215645,41.1523018,-8.6746179,3,,,POINT (-8.6746179 41.1523018)
428215648,41.1515111,-8.6755517,3,,,POINT (-8.6755517 41.1515111)
428215651,41.1519193,-8.6758824,3,,,POINT (-8.6758824 41.1519193)
428215653,41.1520843,-8.675995,4,,,POINT (-8.675995 41.1520843)
428215654,41.1511659,-8.674551,3,,,POINT (-8.674551 41.1511659)
428215695,41.1513955,-8.6718442,3,,,POINT (-8.6718442 41.1513955)
428215698,41.1512097,-8.6728915,4,,,POINT (-8.6728915 41.1512097)
428215700,41.1509455,-8.6736633,3,,,POINT (-8.6736633 41.1509455)
428215709,41.1511424,-8.6764549,3,,,POINT (-8.6764549 41.1511424)
428215710,41.1506836,-8.6711987,3,,,POINT (-8.6711987 41.1506836)
428215714,41.1516889,-8.6719008,3,,,POINT (-8.6719008 41.1516889)
428215717,41.1518053,-8.6744283,3,,,POINT (-8.6744283 41.1518053)
428215721,41.1518447,-8.6734181,3,,,POINT (-8.6734181 41.1518447)
428215776,41.1515533,-8.6701531,3,,,POINT (-8.6701531 41.1515533)
428215777,41.1511343,-8.6699186,3,,,POINT (-8.6699186 41.1511343)
428215781,41.1508984,-8.6656893,3,,,POINT (-8.6656893 41.1508984)
428215782,41.1527858,-8.6644556,3,,,POINT (-8.6644556 41.1527858)
428215783,41.1523879,-8.6648585,3,,,POINT (-8.6648585 41.1523879)
428215793,41.1511592,-8.6665825,3,,,POINT (-8.6665825 41.1511592)
428215913,41.152189,-8.6626301,3,,,POINT (-8.6626301 41.152189)
428215941,41.1504341,-8.6622889,4,,,POINT (-8.6622889 41.1504341)
428216032,41.1514136,-8.6672984,3,,,POINT (-8.6672984 41.1514136)
428216302,41.1499151,-8.6731734,3,,,POINT (-8.6731734 41.1499151)
428216310,41.151632,-8.6729301,3,,,POINT (-8.6729301 41.151632)
428216357,41.1573214,-8.6395661,3,,,POINT (-8.6395661 41.1573214)
428216358,41.1573882,-8.6400586,3,,,POINT (-8.6400586 41.1573882)
428216364,41.1564857,-8.6410327,3,,,POINT (-8.6410327 41.1564857)
428216538,41.1577332,-8.6399596,3,,,POINT (-8.6399596 41.1577332)
428216714,41.1562186,-8.6372278,3,,,POINT (-8.6372278 41.1562186)
428217022,41.1536545,-8.6332797,3,,,POINT (-8.6332797 41.1536545)
428217463,41.1601767,-8.6256168,3,,,POINT (-8.6256168 41.1601767)
428217470,41.1620905,-8.6261847,3,,,POINT (-8.6261847 41.1620905)
428217475,41.1600496,-8.6246652,3,,,POINT (-8.6246652 41.1600496)
428217482,41.1599564,-8.6285628,3,,,POINT (-8.6285628 41.1599564)
428217533,41.1592408,-8.6202759,3,,,POINT (-8.6202759 41.1592408)
