osmid,y,x,street_count,highway,ref,geometry
1300530260,41.1551921,-8.6437782,3,,,POINT (-8.6437782 41.1551921)
1300530261,41.1560608,-8.6443598,1,,,POINT (-8.6443598 41.1560608)
1300530263,41.1562883,-8.6436906,3,,,POINT (-8.6436906 41.1562883)
1305103908,41.1625299,-8.6570415,4,,,POINT (-8.6570415 41.1625299)
1309301158,41.1562592,-8.5971899,3,,,POINT (-8.5971899 41.1562592)
1329449083,41.166189,-8.5883031,3,,,POINT (-8.5883031 41.166189)
1334167596,41.1684123,-8.5835532,4,,,POINT (-8.5835532 41.1684123)
1334167599,41.168598,-8.5834516,3,,,POINT (-8.5834516 41.168598)
1334167600,41.1703658,-8.5829102,4,,,POINT (-8.5829102 41.1703658)
1334167601,41.1696093,-8.5828681,3,,,POINT (-8.5828681 41.1696093)
1352646988,41.1688492,-8.587297,3,,,POINT (-8.587297 41.1688492)
1352646998,41.1689162,-8.5873801,3,,,POINT (-8.5873801 41.1689162)
1352646999,41.1635099,-8.5899127,3,,,POINT (-8.5899127 41.1635099)
1352647001,41.1690076,-8.587221,4,,,POINT (-8.587221 41.1690076)
1352647002,41.1627138,-8.5905771,3,,,POINT (-8.5905771 41.1627138)
1352647004,41.1688428,-8.5869038,3,,,POINT (-8.5869038 41.1688428)
1352647011,41.1625877,-8.590682,3,,,POINT (-8.590682 41.1625877)
1352647022,41.1684273,-8.5874993,3,,,POINT (-8.5874993 41.1684273)
1352647025,41.1705533,-8.586498,4,,,POINT (-8.586498 41.1705533)
1352647028,41.1624934,-8.5910121,3,,,POINT (-8.5910121 41.1624934)
1352647036,41.160915,-8.592355,3,,,POINT (-8.592355 41.160915)
1352647054,41.1615021,-8.5918456,4,,,POINT (-8.5918456 41.1615021)
1352663628,41.1655793,-8.588892,3,,,POINT (-8.588892 41.1655793)
1352663634,41.1715787,-8.5859714,3,,,POINT (-8.5859714 41.1715787)
1352663645,41.165583,-8.5872991,4,,,POINT (-8.5872991 41.165583)
1352663651,41.1666319,-8.5884827,3,,,POINT (-8.5884827 41.1666319)
1352663653,41.1643137,-8.5894158,4,,,POINT (-8.5894158 41.1643137)
1352663655,41.1672228,-8.5880665,3,,,POINT (-8.5880665 41.1672228)
1352663656,41.1663932,-8.5884387,3,,,POINT (-8.5884387 41.1663932)
1352663664,41.167091,-8.5882846,3,,,POINT (-8.5882846 41.167091)
1352663666,41.165895,-8.5886652,4,,,POINT (-8.5886652 41.165895)
1352663673,41.1660879,-8.588575,3,,,POINT (-8.588575 41.1660879)
1352663678,41.165919,-8.5887695,4,,,POINT (-8.5887695 41.165919)
1353844822,41.1576577,-8.5825224,3,,,POINT (-8.5825224 41.1576577)
1353844824,41.1569301,-8.5827353,3,,,POINT (-8.5827353 41.1569301)
1353859183,41.1489601,-8.6755399,3,,,POINT (-8.6755399 41.1489601)
1353859187,41.149219,-8.6542929,3,,,POINT (-8.6542929 41.149219)
1353859190,41.1486637,-8.6540716,3,,,POINT (-8.6540716 41.1486637)
1353859198,41.1493812,-8.654042,3,,,POINT (-8.654042 41.1493812)
1353862705,41.178343,-8.6541853,3,,,POINT (-8.6541853 41.178343)
1353867870,41.1602432,-8.6704508,1,,,POINT (-8.6704508 41.1602432)
1353867878,41.1580883,-8.6686118,3,,,POINT (-8.6686118 41.1580883)
1353867881,41.1600425,-8.669769,3,,,POINT (-8.669769 41.1600425)
1353867883,41.1578393,-8.6688227,3,,,POINT (-8.6688227 41.1578393)
1353867885,41.1580164,-8.6683688,3,,,POINT (-8.6683688 41.1580164)
1353867886,41.1760687,-8.6533765,3,,,POINT (-8.6533765 41.1760687)
1353867887,41.1581842,-8.6700378,1,turning_circle,,POINT (-8.6700378 41.1581842)
1353867896,41.1584723,-8.6690182,5,,,POINT (-8.6690182 41.1584723)
1353867898,41.1583279,-8.6692151,3,,,POINT (-8.6692151 41.1583279)
1353867904,41.1580026,-8.6688154,3,,,POINT (-8.6688154 41.1580026)
1353874575,41.1512531,-8.6331114,3,,,POINT (-8.6331114 41.1512531)
1386041949,41.1510582,-8.6766042,1,,,POINT (-8.6766042 41.1510582)
1386041950,41.1508151,-8.6769931,1,,,POINT (-8.6769931 41.1508151)
1386051842,41.1482599,-8.614397,3,,,POINT (-8.614397 41.1482599)
1386051845,41.1482679,-8.6129898,3,,,POINT (-8.6129898 41.1482679)
1386051849,41.1480274,-8.6122867,3,,,POINT (-8.6122867 41.1480274)
1386051854,41.1482774,-8.613128,3,,,POINT (-8.613128 41.1482774)
1387283703,41.1655463,-8.5986056,3,,,POINT (-8.5986056 41.1655463)
1393866615,41.1488448,-8.5860712,3,,,POINT (-8.5860712 41.1488448)
1393866617,41.1488604,-8.5864011,3,,,POINT (-8.5864011 41.1488604)
1393866633,41.1489512,-8.5864456,3,,,POINT (-8.5864456 41.1489512)
1398246204,41.1755736,-8.6434548,3,,,POINT (-8.6434548 41.1755736)
1398246219,41.1772483,-8.643481,3,,,POINT (-8.643481 41.1772483)
1398332909,41.1744161,-8.6452398,3,,,POINT (-8.6452398 41.1744161)
1398332921,41.1783147,-8.6500118,3,,,POINT (-8.6500118 41.1783147)
1416622188,41.1534602,-8.6306337,3,,,POINT (-8.6306337 41.1534602)
1416622189,41.1535227,-8.6287553,3,,,POINT (-8.6287553 41.1535227)
1417603317,41.1532001,-8.6244998,3,,,POINT (-8.6244998 41.1532001)
1417675671,41.1568656,-8.622756,4,,,POINT (-8.622756 41.1568656)
1417675673,41.1570513,-8.6238345,4,,,POINT (-8.6238345 41.1570513)
1417693658,41.155859,-8.6208435,3,,,POINT (-8.6208435 41.155859)
1418798461,41.1524179,-8.6324716,3,,,POINT (-8.6324716 41.1524179)
1418798464,41.1526121,-8.6322194,3,,,POINT (-8.6322194 41.1526121)
1418798469,41.152688,-8.6328135,3,,,POINT (-8.6328135 41.152688)
1418798470,41.1527158,-8.6321027,3,,,POINT (-8.6321027 41.1527158)
1418798472,41.1528936,-8.6322712,3,,,POINT (-8.6322712 41.1528936)
1419645372,41.1548093,-8.6205918,3,,,POINT (-8.6205918 41.1548093)
1419645377,41.1550252,-8.6198349,1,,,POINT (-8.6198349 41.1550252)
1419645378,41.1553223,-8.6195651,3,,,POINT (-8.6195651 41.1553223)
1422563112,41.1500979,-8.6239048,3,,,POINT (-8.6239048 41.1500979)
1422610108,41.1571319,-8.6125987,3,,,POINT (-8.6125987 41.1571319)
1422610110,41.157178,-8.6127422,3,,,POINT (-8.6127422 41.157178)
1438444064,41.1554107,-8.630041,3,,,POINT (-8.630041 41.1554107)
1461624007,41.1747077,-8.6245693,3,,,POINT (-8.6245693 41.1747077)
1461624008,41.1754704,-8.6249087,3,,,POINT (-8.6249087 41.1754704)
1461653515,41.1763148,-8.6261833,4,,,POINT (-8.6261833 41.1763148)
1461657431,41.1763316,-8.6239254,3,,,POINT (-8.6239254 41.1763316)
1461657432,41.1758087,-8.6259497,4,,,POINT (-8.6259497 41.1758087)
1461659283,41.174696,-8.6254174,1,,,POINT (-8.6254174 41.174696)
1461661740,41.1757014,-8.6239529,1,,,POINT (-8.6239529 41.1757014)
1461664426,41.1757946,-8.6245437,1,,,POINT (-8.6245437 41.1757946)
1461665866,41.1759912,-8.6237688,3,,,POINT (-8.6237688 41.1759912)
1461678986,41.1770703,-8.6250816,3,,,POINT (-8.6250816 41.1770703)
1471128087,41.175359,-8.627697,3,,,POINT (-8.627697 41.175359)
1471135969,41.1755035,-8.6249234,3,,,POINT (-8.6249234 41.1755035)
1471135970,41.1760161,-8.625163,3,,,POINT (-8.625163 41.1760161)
1471136241,41.1750705,-8.6231748,3,,,POINT (-8.6231748 41.1750705)
1471188703,41.1697542,-8.6270677,5,,,POINT (-8.6270677 41.1697542)
1474720648,41.1661539,-8.5718615,3,,,POINT (-8.5718615 41.1661539)
1474720649,41.1644018,-8.5737785,3,,,POINT (-8.5737785 41.1644018)
1474720652,41.1652716,-8.5745264,4,,,POINT (-8.5745264 41.1652716)
1474720653,41.1636183,-8.5728533,4,,,POINT (-8.5728533 41.1636183)
1474720658,41.1639929,-8.5732019,3,,,POINT (-8.5732019 41.1639929)
1474720659,41.1659961,-8.5727075,3,,,POINT (-8.5727075 41.1659961)
1474720662,41.1657565,-8.5763057,3,,,POINT (-8.5763057 41.1657565)
1474720669,41.1645691,-8.5720435,3,,,POINT (-8.5720435 41.1645691)
1474720671,41.1645837,-8.572704,3,,,POINT (-8.572704 41.1645837)
1474720672,41.1665854,-8.5728561,4,,,POINT (-8.5728561 41.1665854)
1474720674,41.1664577,-8.5753141,4,,,POINT (-8.5753141 41.1664577)
1474720679,41.1664747,-8.5749754,3,,,POINT (-8.5749754 41.1664747)
1474720681,41.1632771,-8.5726117,3,,,POINT (-8.5726117 41.1632771)
1474720683,41.1663157,-8.5751268,3,,,POINT (-8.5751268 41.1663157)
1474720685,41.1654524,-8.5727458,3,,,POINT (-8.5727458 41.1654524)
1474720686,41.1641633,-8.5730563,3,,,POINT (-8.5730563 41.1641633)
1474740068,41.1660435,-8.5735914,1,,,POINT (-8.5735914 41.1660435)
1474740074,41.1662541,-8.57361,3,,,POINT (-8.57361 41.1662541)
1474740082,41.166243,-8.5739158,3,,,POINT (-8.5739158 41.166243)
1474740093,41.1660001,-8.5732655,1,,,POINT (-8.5732655 41.1660001)
1474740098,41.1666598,-8.5713071,3,,,POINT (-8.5713071 41.1666598)
1474740100,41.1660263,-8.5738958,1,,,POINT (-8.5738958 41.1660263)
1487178602,41.1653626,-8.6576741,3,,,POINT (-8.6576741 41.1653626)
1487179451,41.1668447,-8.6530871,3,,,POINT (-8.6530871 41.1668447)
1487179453,41.1670197,-8.6541391,3,,,POINT (-8.6541391 41.1670197)
1487179459,41.1673592,-8.6553019,1,,,POINT (-8.6553019 41.1673592)
1487179460,41.1668896,-8.6533607,3,,,POINT (-8.6533607 41.1668896)
1537859366,41.1567544,-8.6430545,1,,,POINT (-8.6430545 41.1567544)
1537859369,41.1564066,-8.6426395,3,,,POINT (-8.6426395 41.1564066)
1537859376,41.1563285,-8.6422162,3,,,POINT (-8.6422162 41.1563285)
1537859379,41.156241,-8.6417276,3,,,POINT (-8.6417276 41.156241)
1541417332,41.1661661,-8.5947192,3,,,POINT (-8.5947192 41.1661661)
1541417335,41.1667974,-8.5950543,3,,,POINT (-8.5950543 41.1667974)
1548059189,41.1439197,-8.5736453,3,,,POINT (-8.5736453 41.1439197)
1548060069,41.1440311,-8.5733879,3,,,POINT (-8.5733879 41.1440311)
1548061161,41.1441313,-8.5734875,3,,,POINT (-8.5734875 41.1441313)
1548061852,41.1445594,-8.5777278,3,,,POINT (-8.5777278 41.1445594)
1548061855,41.1445587,-8.5778065,3,,,POINT (-8.5778065 41.1445587)
1548062593,41.1448126,-8.5776604,3,,,POINT (-8.5776604 41.1448126)
1548062829,41.1448744,-8.5758617,3,,,POINT (-8.5758617 41.1448744)
1548063143,41.1449663,-8.5771239,3,,,POINT (-8.5771239 41.1449663)
1548064141,41.1454293,-8.5745377,3,,,POINT (-8.5745377 41.1454293)
1548066105,41.1465681,-8.5725702,3,,,POINT (-8.5725702 41.1465681)
1548066281,41.1466886,-8.5729134,3,,,POINT (-8.5729134 41.1466886)
1548066440,41.1467852,-8.5736546,4,,,POINT (-8.5736546 41.1467852)
1548066651,41.1468541,-8.574006,3,,,POINT (-8.574006 41.1468541)
1548066752,41.1469469,-8.5734496,3,,,POINT (-8.5734496 41.1469469)
1548066852,41.1471072,-8.5734276,3,,,POINT (-8.5734276 41.1471072)
1548066866,41.1471205,-8.5731699,3,,,POINT (-8.5731699 41.1471205)
1548067333,41.1473269,-8.5719796,1,,,POINT (-8.5719796 41.1473269)
1548067366,41.1474812,-8.5728385,4,,,POINT (-8.5728385 41.1474812)
1548067377,41.1474674,-8.5727731,3,,,POINT (-8.5727731 41.1474674)
1548067526,41.147529,-8.5734629,3,,,POINT (-8.5734629 41.147529)
1548068063,41.1478351,-8.5733132,3,,,POINT (-8.5733132 41.1478351)
1548068122,41.1479382,-8.5725908,3,,,POINT (-8.5725908 41.1479382)
1548068253,41.1480272,-8.57319,4,,,POINT (-8.57319 41.1480272)
1548068444,41.1480808,-8.5738177,1,,,POINT (-8.5738177 41.1480808)
1548068698,41.1479048,-8.5670841,1,,,POINT (-8.5670841 41.1479048)
1548068883,41.1481953,-8.571303,4,,,POINT (-8.571303 41.1481953)
1548069595,41.148318,-8.5664873,3,,,POINT (-8.5664873 41.148318)
1548069718,41.1487812,-8.5726716,3,,,POINT (-8.5726716 41.1487812)
1548069758,41.1488864,-8.5724075,3,,,POINT (-8.5724075 41.1488864)
1548069896,41.149043,-8.5718506,3,,,POINT (-8.5718506 41.149043)
1548069906,41.1490932,-8.5704211,3,,,POINT (-8.5704211 41.1490932)
1548070021,41.1492119,-8.5697835,3,,,POINT (-8.5697835 41.1492119)
1548070163,41.1494436,-8.5713616,3,,,POINT (-8.5713616 41.1494436)
1548070193,41.1494878,-8.5741135,1,,,POINT (-8.5741135 41.1494878)
1548070290,41.149507,-8.5706711,4,,,POINT (-8.5706711 41.149507)
1548070657,41.1497876,-8.5734477,3,,,POINT (-8.5734477 41.1497876)
1548070715,41.1498111,-8.5707946,3,,,POINT (-8.5707946 41.1498111)
1548070738,41.1498567,-8.5708246,3,,,POINT (-8.5708246 41.1498567)
1548070808,41.1498605,-8.5725548,1,,,POINT (-8.5725548 41.1498605)
1548070824,41.1498972,-8.5615763,1,,,POINT (-8.5615763 41.1498972)
1548070944,41.1501077,-8.570482,3,,,POINT (-8.570482 41.1501077)
1548071001,41.1501403,-8.5622063,3,,,POINT (-8.5622063 41.1501403)
1548071010,41.1502142,-8.5624183,3,,,POINT (-8.5624183 41.1502142)
1548071035,41.1503881,-8.5731701,1,,,POINT (-8.5731701 41.1503881)
1548071049,41.150442,-8.5624349,4,,,POINT (-8.5624349 41.150442)
1548071254,41.1504957,-8.5728994,3,,,POINT (-8.5728994 41.1504957)
1548071539,41.1507965,-8.5715072,3,,,POINT (-8.5715072 41.1507965)
1548071544,41.1508055,-8.5721941,3,,,POINT (-8.5721941 41.1508055)
1548071671,41.1509954,-8.5712774,3,,,POINT (-8.5712774 41.1509954)
1548071711,41.1510473,-8.5718823,3,,,POINT (-8.5718823 41.1510473)
1548071912,41.1512119,-8.5629343,3,,,POINT (-8.5629343 41.1512119)
1548072214,41.1512865,-8.563516,3,,,POINT (-8.563516 41.1512865)
1548072219,41.151295,-8.5717836,1,,,POINT (-8.5717836 41.151295)
1548072230,41.1513252,-8.5691657,3,,,POINT (-8.5691657 41.1513252)
1548072578,41.15151,-8.566935,4,,,POINT (-8.566935 41.15151)
1548072707,41.1515545,-8.5657409,3,,,POINT (-8.5657409 41.1515545)
1548072777,41.1515771,-8.5645986,3,,,POINT (-8.5645986 41.1515771)
1548072839,41.1516035,-8.568502,4,,,POINT (-8.568502 41.1516035)
1548072951,41.1516494,-8.5690353,4,,,POINT (-8.5690353 41.1516494)
1548072973,41.1516591,-8.5644184,3,,,POINT (-8.5644184 41.1516591)
1548073060,41.1516621,-8.5619186,3,,,POINT (-8.5619186 41.1516621)
1548073095,41.1517125,-8.5740261,3,,,POINT (-8.5740261 41.1517125)
1548073516,41.1517549,-8.5613089,3,,,POINT (-8.5613089 41.1517549)
1548073670,41.1518215,-8.5640862,3,,,POINT (-8.5640862 41.1518215)
1548073746,41.1518422,-8.572355,3,,,POINT (-8.572355 41.1518422)
1548073774,41.1518991,-8.5747537,3,,,POINT (-8.5747537 41.1518991)
1548073775,41.1519039,-8.5635585,3,,,POINT (-8.5635585 41.1519039)
1548073793,41.1519263,-8.5635025,3,,,POINT (-8.5635025 41.1519263)
1548073806,41.1519442,-8.5634704,3,,,POINT (-8.5634704 41.1519442)
1548073817,41.1520389,-8.5623402,1,,,POINT (-8.5623402 41.1520389)
1548073823,41.1521036,-8.5743688,3,,,POINT (-8.5743688 41.1521036)
1548073839,41.1522134,-8.5630093,3,,,POINT (-8.5630093 41.1522134)
1548073924,41.1522799,-8.5635407,3,,,POINT (-8.5635407 41.1522799)
1548073990,41.1523108,-8.5635055,3,,,POINT (-8.5635055 41.1523108)
1548073992,41.1523235,-8.5628082,3,,,POINT (-8.5628082 41.1523235)
1548074221,41.1525146,-8.5624565,3,,,POINT (-8.5624565 41.1525146)
1548074228,41.1525098,-8.5689696,3,,,POINT (-8.5689696 41.1525098)
1548074292,41.152697,-8.5792868,3,,,POINT (-8.5792868 41.152697)
1548074332,41.1527505,-8.5649469,3,,,POINT (-8.5649469 41.1527505)
1548074339,41.1527834,-8.5793036,3,,,POINT (-8.5793036 41.1527834)
1548074396,41.1529067,-8.5652224,3,,,POINT (-8.5652224 41.1529067)
1548074399,41.1529449,-8.5627767,3,,,POINT (-8.5627767 41.1529449)
1548074455,41.1531408,-8.5614023,3,,,POINT (-8.5614023 41.1531408)
1548074702,41.1534044,-8.5800876,3,,,POINT (-8.5800876 41.1534044)
1548074715,41.1534968,-8.5789405,3,,,POINT (-8.5789405 41.1534968)
1548074790,41.1538102,-8.5559061,3,,,POINT (-8.5559061 41.1538102)
1548075153,41.1538891,-8.5779772,4,,,POINT (-8.5779772 41.1538891)
1548075405,41.1540858,-8.5804644,3,,,POINT (-8.5804644 41.1540858)
1548075421,41.1540571,-8.5609911,3,,,POINT (-8.5609911 41.1540571)
1548075642,41.1542814,-8.5773429,1,,,POINT (-8.5773429 41.1542814)
1548075900,41.1544451,-8.5790696,1,,,POINT (-8.5790696 41.1544451)
1548075953,41.1545054,-8.5800466,1,,,POINT (-8.5800466 41.1545054)
1548075972,41.1546969,-8.5790781,3,,,POINT (-8.5790781 41.1546969)
1548075978,41.1547445,-8.5816586,3,,,POINT (-8.5816586 41.1547445)
1548076001,41.1548315,-8.580743,3,,,POINT (-8.580743 41.1548315)
1548076021,41.1550463,-8.5775537,3,,,POINT (-8.5775537 41.1550463)
1548076025,41.1551603,-8.5776131,3,,,POINT (-8.5776131 41.1551603)
1548076071,41.1553664,-8.5778219,3,,,POINT (-8.5778219 41.1553664)
1548076296,41.1555074,-8.5720051,3,,,POINT (-8.5720051 41.1555074)
1548076848,41.1562604,-8.5717694,3,,,POINT (-8.5717694 41.1562604)
1548076871,41.1563542,-8.5734979,3,,,POINT (-8.5734979 41.1563542)
1548076886,41.1564486,-8.573762,3,,,POINT (-8.573762 41.1564486)
1548076910,41.1565835,-8.5742456,3,,,POINT (-8.5742456 41.1565835)
1548077445,41.1573965,-8.5707222,3,motorway_junction,2,POINT (-8.5707222 41.1573965)
1548077447,41.1578383,-8.5716048,3,,,POINT (-8.5716048 41.1578383)
1548077465,41.1578945,-8.5733338,1,,,POINT (-8.5733338 41.1578945)
1548077467,41.1582466,-8.5737954,1,,,POINT (-8.5737954 41.1582466)
1548077649,41.1582125,-8.5719231,3,,,POINT (-8.5719231 41.1582125)
1548077691,41.1583037,-8.5670259,1,,,POINT (-8.5670259 41.1583037)
1548077977,41.1585406,-8.571913,3,,,POINT (-8.571913 41.1585406)
1548078125,41.1586522,-8.5680046,3,,,POINT (-8.5680046 41.1586522)
1548078130,41.1586919,-8.5701093,3,,,POINT (-8.5701093 41.1586919)
1548078141,41.1590118,-8.5669304,1,,,POINT (-8.5669304 41.1590118)
1548078161,41.1591094,-8.5684054,1,,,POINT (-8.5684054 41.1591094)
1548078162,41.1591108,-8.5716015,3,,,POINT (-8.5716015 41.1591108)
1548078163,41.1591421,-8.5719964,3,,,POINT (-8.5719964 41.1591421)
1548078167,41.1592234,-8.5693456,3,,,POINT (-8.5693456 41.1592234)
1548078220,41.1592296,-8.567754,3,,,POINT (-8.567754 41.1592296)
1548078468,41.1595006,-8.5680387,3,,,POINT (-8.5680387 41.1595006)
1548078489,41.1595451,-8.5688458,3,,,POINT (-8.5688458 41.1595451)
1548078756,41.1597678,-8.5702509,4,,,POINT (-8.5702509 41.1597678)
1548078769,41.1595223,-8.5712712,3,,,POINT (-8.5712712 41.1595223)
1548078775,41.1598302,-8.5684095,3,,,POINT (-8.5684095 41.1598302)
1548079198,41.1602282,-8.5666105,4,,,POINT (-8.5666105 41.1602282)
1548079312,41.1602661,-8.5705366,3,,,POINT (-8.5705366 41.1602661)
1548079320,41.1603171,-8.5785156,3,,,POINT (-8.5785156 41.1603171)
1548079557,41.1604727,-8.5688761,3,,,POINT (-8.5688761 41.1604727)
1548079601,41.1605678,-8.5702027,3,,,POINT (-8.5702027 41.1605678)
1548079607,41.1606135,-8.569329,3,,,POINT (-8.569329 41.1606135)
1548079687,41.1607483,-8.5762957,3,,,POINT (-8.5762957 41.1607483)
1548079783,41.1608599,-8.5671943,3,,,POINT (-8.5671943 41.1608599)
1548079790,41.1608631,-8.5741352,3,,,POINT (-8.5741352 41.1608631)
1548079812,41.1609522,-8.5757787,3,,,POINT (-8.5757787 41.1609522)
1548079885,41.1609276,-8.5754698,3,,,POINT (-8.5754698 41.1609276)
1548079892,41.1609276,-8.5739278,3,,,POINT (-8.5739278 41.1609276)
1548080200,41.1611644,-8.5778583,3,,,POINT (-8.5778583 41.1611644)
1548080354,41.1611938,-8.5695699,3,,,POINT (-8.5695699 41.1611938)
1548080368,41.1611071,-8.5754418,3,,,POINT (-8.5754418 41.1611071)
1548080535,41.1612995,-8.5752242,1,,,POINT (-8.5752242 41.1612995)
1548080942,41.161555,-8.569336,4,,,POINT (-8.569336 41.161555)
1548081028,41.1616282,-8.5668486,3,,,POINT (-8.5668486 41.1616282)
1548081045,41.161557,-8.5775426,3,,,POINT (-8.5775426 41.161557)
1548081122,41.1617771,-8.5773817,3,,,POINT (-8.5773817 41.1617771)
1548081197,41.1615618,-8.577819,3,,,POINT (-8.577819 41.1615618)
1548081261,41.1618689,-8.5719234,3,,,POINT (-8.5719234 41.1618689)
1548081280,41.1618906,-8.5718419,3,,,POINT (-8.5718419 41.1618906)
1548081413,41.161998,-8.5776594,3,,,POINT (-8.5776594 41.161998)
1548081749,41.162046,-8.5667951,3,,,POINT (-8.5667951 41.162046)
1548081935,41.1621417,-8.5667916,3,,,POINT (-8.5667916 41.1621417)
1548081944,41.1620808,-8.5691851,4,,,POINT (-8.5691851 41.1620808)
1548082004,41.1621494,-8.5732899,3,,,POINT (-8.5732899 41.1621494)
1548082005,41.1621567,-8.5750045,3,,,POINT (-8.5750045 41.1621567)
1548082022,41.1621863,-8.5745167,1,,,POINT (-8.5745167 41.1621863)
1548082068,41.1622654,-8.5775506,4,,,POINT (-8.5775506 41.1622654)
1548082208,41.1623452,-8.575127,3,,,POINT (-8.575127 41.1623452)
1548082229,41.162352,-8.5745874,3,,,POINT (-8.5745874 41.162352)
1548082347,41.1623569,-8.5722736,3,,,POINT (-8.5722736 41.1623569)
1548082366,41.1623529,-8.5742197,3,,,POINT (-8.5742197 41.1623529)
1548082590,41.1625046,-8.5747822,3,,,POINT (-8.5747822 41.1625046)
1548082783,41.1625711,-8.5725315,3,,,POINT (-8.5725315 41.1625711)
1548082859,41.1626794,-8.572664,3,,,POINT (-8.572664 41.1626794)
1548082880,41.1626899,-8.5703628,3,,,POINT (-8.5703628 41.1626899)
1548082965,41.1627024,-8.5705722,3,,,POINT (-8.5705722 41.1627024)
1548082998,41.1629551,-8.5733224,3,,,POINT (-8.5733224 41.1629551)
1548083005,41.1629868,-8.5704153,3,,,POINT (-8.5704153 41.1629868)
1548083246,41.1632166,-8.5755408,3,,,POINT (-8.5755408 41.1632166)
1548083325,41.1633227,-8.5715147,3,,,POINT (-8.5715147 41.1633227)
1548083442,41.1631462,-8.575749,3,,,POINT (-8.575749 41.1631462)
1548083447,41.1635646,-8.576097,3,,,POINT (-8.576097 41.1635646)
1548083460,41.1635875,-8.5720049,4,,,POINT (-8.5720049 41.1635875)
1548083516,41.1636418,-8.5759206,3,,,POINT (-8.5759206 41.1636418)
1548083594,41.163856,-8.576998,3,,,POINT (-8.576998 41.163856)
1548083598,41.163906,-8.5762774,3,,,POINT (-8.5762774 41.163906)
1548083607,41.1639582,-8.5740868,3,,,POINT (-8.5740868 41.1639582)
1548083648,41.1641499,-8.5739448,3,,,POINT (-8.5739448 41.1641499)
1548083725,41.1644501,-8.5805524,1,turning_circle,,POINT (-8.5805524 41.1644501)
1548083887,41.1647518,-8.5766654,3,,,POINT (-8.5766654 41.1647518)
1548083991,41.1649284,-8.580297,3,,,POINT (-8.580297 41.1649284)
1548084120,41.1650108,-8.5757724,1,,,POINT (-8.5757724 41.1650108)
1548084313,41.1652751,-8.5798869,1,,,POINT (-8.5798869 41.1652751)
1548084440,41.1657813,-8.5775734,3,,,POINT (-8.5775734 41.1657813)
1548084517,41.1656566,-8.5820104,3,,,POINT (-8.5820104 41.1656566)
1548084656,41.1655201,-8.5822753,3,,,POINT (-8.5822753 41.1655201)
1548084659,41.1656393,-8.5798777,4,,,POINT (-8.5798777 41.1656393)
1548084799,41.1659421,-8.5791537,1,,,POINT (-8.5791537 41.1659421)
1548084858,41.1659415,-8.5811336,5,,,POINT (-8.5811336 41.1659415)
1548084862,41.1659694,-8.5795273,3,,,POINT (-8.5795273 41.1659694)
1548084872,41.1659813,-8.5788297,3,,,POINT (-8.5788297 41.1659813)
1548084882,41.166058,-8.578949,3,,,POINT (-8.578949 41.166058)
1548084920,41.1660943,-8.5797349,3,,,POINT (-8.5797349 41.1660943)
1548085141,41.1662084,-8.5785136,3,,,POINT (-8.5785136 41.1662084)
1548085159,41.1662465,-8.579242,3,,,POINT (-8.579242 41.1662465)
1548085262,41.1662381,-8.5785593,3,,,POINT (-8.5785593 41.1662381)
1548085276,41.1663087,-8.5686914,3,,,POINT (-8.5686914 41.1663087)
1548085285,41.1663046,-8.5786588,3,,,POINT (-8.5786588 41.1663046)
1548085423,41.1664031,-8.5790854,3,,,POINT (-8.5790854 41.1664031)
1548085449,41.1664257,-8.5760925,3,,,POINT (-8.5760925 41.1664257)
1548085559,41.1665193,-8.5742399,3,,,POINT (-8.5742399 41.1665193)
1548085562,41.1665471,-8.5738279,3,,,POINT (-8.5738279 41.1665471)
1548085573,41.1665515,-8.5778602,3,,,POINT (-8.5778602 41.1665515)
1548085660,41.1666452,-8.5736588,3,,,POINT (-8.5736588 41.1666452)
1548085682,41.16667,-8.5729584,3,,,POINT (-8.5729584 41.16667)
1548085789,41.1666295,-8.5718983,3,,,POINT (-8.5718983 41.1666295)
1548085801,41.1666347,-8.5780777,3,,,POINT (-8.5780777 41.1666347)
1548085960,41.1666735,-8.570915,4,,,POINT (-8.570915 41.1666735)
1548086018,41.1667052,-8.5788327,3,,,POINT (-8.5788327 41.1667052)
1548086043,41.1668604,-8.5759036,1,turning_loop,,POINT (-8.5759036 41.1668604)
1548086103,41.166781,-8.5753499,4,,,POINT (-8.5753499 41.166781)
1548086107,41.1667828,-8.5784224,1,,,POINT (-8.5784224 41.1667828)
1548086111,41.1668017,-8.575009,3,,,POINT (-8.575009 41.1668017)
1548086119,41.1668316,-8.5711989,3,,,POINT (-8.5711989 41.1668316)
1548086123,41.1668278,-8.5742607,3,,,POINT (-8.5742607 41.1668278)
1548086408,41.1669009,-8.5721367,3,,,POINT (-8.5721367 41.1669009)
1548086533,41.1669703,-8.5751183,3,,,POINT (-8.5751183 41.1669703)
1548086605,41.1670617,-8.5714477,3,,,POINT (-8.5714477 41.1670617)
1548086710,41.167152,-8.5740843,3,,,POINT (-8.5740843 41.167152)
1548086903,41.1673047,-8.5710742,3,,,POINT (-8.5710742 41.1673047)
1548086904,41.1672773,-8.5736525,3,,,POINT (-8.5736525 41.1672773)
1548086956,41.1673742,-8.5785897,3,,,POINT (-8.5785897 41.1673742)
1548086966,41.1673304,-8.5731209,3,,,POINT (-8.5731209 41.1673304)
1548087105,41.167436,-8.5725097,3,,,POINT (-8.5725097 41.167436)
