u,v,highway,length
4505062018,479520021,living_street,39.179
4505062034,285910461,primary,154.827
4505062034,11417754559,primary,239.059
4505062034,1108247113,living_street,27.119
4505062035,479309636,living_street,18.891
4505062035,479297773,living_street,52.929
4505062035,1143318805,living_street,27.509
4505062037,4505062038,living_street,19.065
4505062037,479292879,living_street,34.929
4505062038,4505062037,living_street,19.065
4505062038,479292879,residential,12.887
4505108315,4505108318,living_street,29.385
4505108315,4758581091,living_street,206.998
4505108318,4505108315,living_street,29.385
4505108336,2364507689,living_street,47.101
4505162209,2641889347,living_street,180.587
4505162209,257735096,living_street,71.574
4505162225,1225943156,living_street,38.928
4505162225,4505162225,living_street,82.046
4505162225,4505162225,living_street,82.046
4505162226,4505162227,residential,20.094
4505162226,1270263272,residential,48.839
4505162226,2640801398,residential,23.082
4505162227,2640801398,residential,15.013
4505162227,4505162233,residential,134.963
4505162233,4505162233,residential,29.243
4505162233,4505162227,residential,134.963
4505162242,1628786734,residential,32.66
4505162242,1628786750,residential,45.849
4505162242,4505162245,living_street,95.91
4505162245,2169223440,residential,25.197
4505162245,4505162242,living_street,95.91
4505162250,4505162245,residential,23.425
4505162250,4505162251,living_street,135.44
4505162251,297880023,residential,35.136
4505205730,4966894473,residential,87.167
4505205731,4505205732,living_street,29.487
4505205731,414952117,tertiary,120.593
4505205732,4505205731,living_street,29.487
4505281859,475333883,"['living_street', 'residential']",107.36
4505293696,510786382,residential,187.883
4505293696,510786388,residential,39.126
4505293696,4505293697,residential,34.9
4505293697,4505293696,residential,34.9
4505293698,5284452952,residential,62.775
4505293698,4505293700,residential,83.176
4505293700,4505293698,residential,83.176
4505293701,1840161093,secondary,69.395
4505293701,126397454,secondary,205.775
4505293701,4505293703,unclassified,92.207
4505293703,4505293701,unclassified,92.207
4505293705,497922651,residential,149.044
4505293705,497922268,residential,190.2
4505293705,8662714813,residential,112.996
4505305037,497334166,tertiary,62.36
4505305037,497922502,tertiary,37.558
4505305037,4505305039,living_street,89.881
4505305039,4505305037,living_street,89.881
4505305040,8653437910,tertiary,4.12
4505305040,8653422760,tertiary,63.849
4505305040,4687572368,living_street,45.379
4505305042,4687572368,living_street,55.449
4505318816,4505318827,living_street,18.317
4505318816,497871206,secondary,47.593
4505318816,112290054,secondary,39.281
4505318818,4505318827,living_street,13.562
4505318818,4505318826,living_street,9.009
4505318818,4505318826,living_street,97.054
4505318826,4505318818,living_street,9.009
4505318826,4505318818,living_street,97.054
4505318826,8412285722,living_street,9.5
4505318827,4505318818,living_street,13.562
4505318827,4505318816,living_street,18.317
4505318827,4505318828,living_street,70.303
4505318828,4656695033,living_street,62.933
4505318828,4734724200,living_street,17.965
4506932013,428215653,residential,42.88
4506950199,111416206,secondary,158.604
4506950200,11371439330,tertiary,28.325
4506950200,4506950199,tertiary,44.193
4507024043,2181328523,motorway_link,185.359
4523960189,420776943,secondary,7.956
4523960189,4523960191,residential,96.484
4523960189,432578781,secondary,76.754
4523960191,420776943,residential,95.903
4523960191,2185792256,residential,98.848
4526607777,5198413009,living_street,321.753
4526609649,435240964,residential,249.695
4526609649,435240970,residential,37.939
4526688723,343646749,tertiary,32.578
4526688723,5258500724,residential,153.782
4526688740,4526688747,living_street,41.617
4526688740,474793814,residential,45.319
4526688743,4526688745,residential,18.05
4526688744,4526688745,living_street,58.003
4526688744,4526688747,living_street,31.06
4526688744,4526688743,living_street,74.375
4526688745,4526688746,residential,30.641
4526688745,4526688744,living_street,58.003
4526688746,474800738,residential,38.197
4526688747,4526688746,living_street,58.155
4526688747,4526688744,living_street,31.06
4526688747,4526688740,living_street,41.617
4526688751,4526688755,residential,31.402
4526688752,4526688760,residential,20.97
4526688752,4526688754,living_street,105.963
4526688754,4526688752,living_street,105.963
4526688755,4526688743,residential,9.834
4526688755,4526688757,living_street,33.983
4526688757,4526688755,living_street,33.983
4526688758,4526688760,living_street,60.63
4526688760,474800745,residential,100.145
4526688760,4526688758,living_street,60.63
4526688769,343646706,residential,21.523
4526688769,4526688774,residential,33.524
4526688774,418191593,tertiary,46.449
4526688774,343646706,tertiary,21.996
4526688784,4526688769,residential,13.41
4526688784,4526688786,living_street,53.491
4526688786,4526688784,living_street,53.491
4526689689,416007715,living_street,57.647
4526689694,316511864,residential,34.12
4526689702,343646697,residential,156.629
4526689718,1165603979,residential,30.305
4526689718,129548933,residential,70.656
4526689737,428050267,residential,58.937
4526689737,129548933,residential,197.667
4526777736,2713658889,secondary,12.214
4526777736,4526777741,residential,71.73
4526777736,2181385031,secondary,62.678
4526777741,429378649,secondary,186.22
4526777741,4526777736,residential,71.73
4526777746,7805007674,tertiary,33.418
4526777746,5476877846,tertiary,48.315
4526777749,429378625,secondary,39.812
4526777749,2181385031,secondary,64.408
4526778496,2163913952,residential,12.388
4526778496,2163913950,residential,64.564
4526819416,4441072492,living_street,30.647
4526819416,8431946637,living_street,34.799
4526819418,4441072495,living_street,5.289
4526819418,4526819419,living_street,41.314
4526819419,8431938715,living_street,79.839
4526819419,4526819418,living_street,41.314
4526819424,8431938715,living_street,10.888
4541424824,4439996069,living_street,183.04
4551110237,299612349,residential,109.599
4554424112,4554424124,tertiary,54.655
4554424112,478927788,tertiary,47.81
4554424112,4554424113,residential,46.051
4554424113,3092548268,residential,78.82
4554424113,4554424112,residential,46.051
4554424113,478927788,residential,40.393
4554424124,4554424112,tertiary,54.655
4554424124,479183608,tertiary,266.675
4554424124,479184136,residential,100.391
4554424762,1788788089,residential,144.31
4554424762,2572799251,primary,126.984
4556236525,2214936721,residential,52.598
4556236525,138234198,residential,31.057
4556236525,4556255874,residential,76.926
4556247648,2214936721,residential,46.937
4556255874,4556236525,residential,76.926
4556361546,2216473539,residential,122.318
4558796673,138231423,secondary,6.55
4558796673,137882131,secondary,128.844
4559191359,2216360362,residential,191.096
4559346931,138234001,living_street,111.516
4565597392,480477009,primary,80.107
4565597392,480477004,primary,8.763
4565597425,4505030369,residential,33.243
4565597425,4565597426,residential,11.764
4565597425,497181957,residential,115.049
4565597426,4565597425,residential,11.764
4565607103,4565607103,residential,143.765
4565607103,1353867896,residential,84.652
4567061528,314075473,unclassified,104.327
4567063002,314074702,living_street,39.443
4567404026,1766403800,secondary,181.049
4567404026,111416206,residential,19.173
4567404048,4567404049,tertiary_link,8.756
4567404048,126404027,tertiary,83.759
4567404049,4567404048,tertiary_link,8.756
4567404049,506097316,tertiary,68.43
4573598276,4573598285,living_street,10.958
4573598276,444004676,living_street,47.227
4573598276,4573598283,living_street,13.663
4573598282,4573598283,living_street,10.531
4573598282,4573598285,living_street,12.898
4573598282,4573598284,living_street,45.517
4573598283,4573598282,living_street,10.531
4573598283,5198539829,living_street,26.544
4573598283,4573598276,living_street,13.663
4573598284,287458452,secondary,76.515
4573598284,4381093242,secondary,72.774
4573598284,4573598282,living_street,45.517
4573598285,4573598282,living_street,12.898
4573598285,4573598276,living_street,10.958
4573598285,444004683,living_street,154.162
4573598287,4573598288,residential,23.971
4573598287,2449318866,residential,64.041
4573598287,287458454,residential,46.806
4573598288,4573598287,residential,23.971
4573598493,432578831,residential,112.857
4573598493,4282469037,residential,56.601
4573598493,4573598498,residential,59.168
4573598498,4573598493,residential,59.168
4573598528,4452315806,residential,94.469
4573598562,1548086904,residential,12.762
4573598562,1548087385,residential,54.51
4573598562,1548086710,living_street,33.522
4573598563,1548087804,residential,33.843
4573598563,4573598564,living_street,29.182
4573598563,1548086103,residential,132.167
4573598564,1548087237,living_street,3.87
4573598564,1548087385,living_street,29.683
4573598564,4573598563,living_street,29.182
4573652316,1474720671,residential,13.727
4573652316,1474720669,residential,42.627
4573652316,4573652318,living_street,39.472
4573652318,1474720669,residential,29.538
4573652318,4573652320,residential,18.085
4573652318,4573652316,living_street,39.472
4573652319,4573652334,residential,7.295
4573652319,1474720671,residential,9.279
4573652319,4573652320,living_street,48.361
4573652320,4573652322,residential,18.432
4573652320,4573652319,living_street,48.361
4573652320,4573652318,residential,18.085
4573652321,4573652328,residential,8.677
4573652321,4573652334,residential,10.546
4573652321,4573652322,living_street,48.765
4573652322,4573652324,residential,17.677
4573652322,4573652320,residential,18.432
4573652322,4573652321,living_street,48.765
4573652323,1474720686,residential,10.558
4573652323,4573652328,residential,8.941
4573652323,4573652324,living_street,49.035
4573652324,4573652326,residential,18.488
4573652324,4573652322,residential,17.677
4573652324,4573652323,living_street,49.035
4573652325,1474720658,residential,15.392
4573652325,1474720686,residential,7.138
4573652325,4573652326,living_street,49.538
4573652326,4573652324,residential,18.488
4573652326,4573652325,living_street,49.538
4573652326,1474720653,residential,23.497
4573652327,4573652328,living_street,24.422
4573652327,4573652331,living_street,8.661
4573652327,4573652331,living_street,18.28
4573652328,4573652323,residential,8.941
4573652328,4573652321,residential,8.677
4573652328,4573652327,living_street,24.422
4573652331,4573652327,living_street,8.661
4573652331,4573652327,living_street,18.28
4573652331,4573652333,living_street,15.277
4573652333,4573652331,living_street,15.277
4573652334,4573652321,residential,10.546
4573652334,4573652319,residential,7.295
4573652334,4573652335,living_street,19.855
4573652335,4573652334,living_street,19.855
4573652336,1474720671,living_street,13.879
4573652356,4573652360,living_street,4.123
4573652356,3846230774,living_street,70.869
4573652356,3846230768,living_street,40.117
4573652360,4573652356,living_street,4.123
4573702095,4573702098,residential,37.64
4573702095,444017065,residential,44.605
4573702095,4573702096,living_street,33.817
4573702096,4573702097,residential,37.843
4573702096,444017068,residential,43.812
4573702096,4573702095,living_street,33.817
4573702097,444017069,residential,21.527
4573702097,4573702096,residential,37.843
4573702097,4573702098,living_street,32.175
4573702098,444017067,residential,72.232
4573702098,4573702095,residential,37.64
4573702098,4573702097,living_street,32.175
4573702100,299610576,residential,73.75
4573702100,1290710590,residential,120.19
4573702106,1594780091,living_street,22.458
4573702109,415754663,residential,61.415
4573702124,1594780253,residential,26.155
4573702124,9907338334,residential,102.082
4573702124,4685552123,residential,67.592
4573702147,4573702149,living_street,11.708
4573702148,4573702149,living_street,14.061
4573702149,4573702151,living_street,18.725
4573702149,4573702148,living_street,14.061
4573702149,4573702147,living_street,11.708
4573702149,1594780238,living_street,27.407
4573702150,4573702151,living_street,12.879
4573702151,4573702154,living_street,19.341
4573702151,4573702149,living_street,18.725
4573702151,4573702152,living_street,13.546
4573702151,4573702150,living_street,12.879
4573702152,4573702151,living_street,13.546
4573702153,4573702154,living_street,12.907
4573702154,4573702151,living_street,19.341
4573702154,4573702155,living_street,7.399
4573702154,4573702153,living_street,12.907
4573702154,4573702156,living_street,30.668
4573702155,4573702154,living_street,7.399
4573702156,4573702154,living_street,30.668
4573825361,1722628459,residential,64.167
4573825361,1561603729,residential,150.527
4573825361,1561603759,residential,36.103
4573825368,1561603610,residential,19.419
4573825368,1561603605,residential,26.029
4573825409,4573825410,residential,31.531
4573825409,3777500268,tertiary,32.75
4573825410,4573825409,residential,31.531
4573825432,126597726,residential,110.115
4573825432,475344017,residential,236.683
4581547016,1766376032,residential,73.814
4581547016,311888619,residential,86.618
4581547016,4581547021,residential,90.779
4581547021,4581547016,residential,90.779
4581547023,4581547024,living_street,18.302
4581547024,4581547023,living_street,18.302
4581547024,4581547025,living_street,55.98
4581547024,1770841600,living_street,68.021
4581547025,4581547024,living_street,55.98
4581547025,1770841619,living_street,10.368
4581547025,1770841692,living_street,59.578
4581574166,493669253,living_street,12.158
4581574166,493669251,living_street,51.536
4581574166,4581574169,living_street,33.482
4581574169,4581574166,living_street,33.482
4581693625,8251428039,secondary,621.362
4581693625,4581693626,secondary,45.775
4581693626,4581699524,primary,487.131
4581699524,4581699525,primary,596.028
4581699524,1264279385,tertiary,17.025
4581699525,1264279393,residential,15.482
4581699525,784545910,primary,275.083
4581733948,11006147361,primary,15.648
4581733959,12186022126,residential,26.15
4581733959,4581733961,residential,31.173
4581733959,4581733965,unclassified,19.163
4581733961,4581733959,residential,31.173
4581733965,12186022126,secondary,23.223
4581733965,4581733967,unclassified,47.463
4581733965,4581733959,unclassified,19.163
4581733967,4581733965,unclassified,47.463
4581734106,1537859369,living_street,47.536
4585764267,4585764271,residential,18.226
4585764271,4585764267,residential,18.226
4585764271,559928693,residential,53.766
4585764271,2671507054,residential,34.713
4585850869,1837918537,residential,70.539
4585850869,1471188703,residential,222.172
4585850869,4585850873,residential,101.835
4585850873,4585850869,residential,101.835
4585942762,2169223429,living_street,21.033
4585942762,4585942763,living_street,25.921
4585942763,4585942772,residential,19.743
4585942763,4585942762,living_street,25.921
4585942764,2169223429,living_street,19.281
4585942764,4585942765,living_street,25.996
4585942764,4585942765,living_street,26.032
4585942765,2169223420,living_street,19.493
4585942765,4585942764,living_street,25.996
4585942765,4585942764,living_street,26.032
4585942772,2169223419,residential,4.085
4585942772,2169223429,living_street,19.798
4585942773,4585942776,living_street,26.017
4585942773,4585942776,living_street,26.26
4585942773,3250683227,living_street,19.108
4585942776,2169223432,living_street,20.928
4585942776,4585942773,living_street,26.017
4585942776,4585942773,living_street,26.26
4585942779,3250683233,living_street,21.382
4585942779,4585942780,living_street,24.802
4585942779,4585942780,living_street,25.471
4585942780,4585942779,living_street,24.802
4585942780,4585942779,living_street,25.471
4585942780,3250683228,living_street,19.755
4585942785,2490198531,residential,28.335
4585942785,3250683227,residential,6.903
4585942786,4585942785,residential,28.702
4585942786,4585942787,residential,7.103
4585942787,4585942786,residential,7.103
4585942787,3250683233,residential,16.231
4585942788,3250683239,living_street,28.279
4585942788,3250683239,living_street,28.814
4585942788,3250683235,living_street,17.524
4585945404,3250683211,residential,41.33
4585945404,2490198527,residential,33.771
4591119777,560408964,residential,29.629
4591119891,4452315865,residential,29.957
4591119891,560408985,residential,132.42
4598508645,4598508651,living_street,32.382
4598508646,4598508651,living_street,51.643
4598508646,4598508648,tertiary,23.384
4598508646,2689537165,tertiary,22.102
4598508647,4598508649,living_street,33.891
4598508648,4598508649,living_street,51.427
4598508648,4598508646,tertiary,23.384
4598508648,343646753,tertiary,100.251
4598508649,4598508648,living_street,51.427
4598508649,4598508647,living_street,33.891
4598508649,4598508652,living_street,14.036
4598508649,4598508651,living_street,23.68
4598508650,4598508651,living_street,9.725
4598508651,4598508646,living_street,51.643
4598508651,4598508645,living_street,32.382
4598508651,4598508649,living_street,23.68
4598508651,4598508650,living_street,9.725
4598508652,4598508649,living_street,14.036
4598553388,4598553388,residential,37.835
4598553388,324811352,residential,156.674
4598555507,257736783,residential,129.671
4598555507,4598555508,residential,18.544
4598555508,1652929054,residential,22.467
4598555508,4598555507,residential,18.544
4598555508,324811352,residential,15.466
4598555569,1092941880,residential,20.704
4598555569,10911733145,residential,19.874
4604006192,4505030369,residential,61.412
4604006209,497181923,residential,128.574
4604006209,497181905,tertiary,133.752
4604006209,311887301,tertiary,41.691
4604362077,429541653,tertiary,23.826
4605838355,2485736724,residential,114.074
4605838355,431647272,residential,177.516
4605838355,11167486002,residential,146.685
4608414340,8188727198,living_street,2.835
4612022408,4612022409,residential,80.842
4612022408,475052386,residential,63.381
4612022408,5494270842,residential,20.36
4612022409,4612022408,residential,80.842
4612022469,1419645372,living_street,29.485
4612022469,25632361,tertiary,249.655
4612022469,137982073,tertiary,82.384
4612031733,4612031737,tertiary,15.064
4612031733,473872067,residential,15.72
4612031733,428217475,tertiary,103.475
4612031737,4612031733,tertiary,15.064
4612031737,428214955,tertiary,83.304
4612052763,428217533,residential,141.539
4612052763,4612052768,tertiary,21.889
4612052766,1216466345,tertiary,14.527
4612052766,474541483,tertiary,17.919
4612052768,4612052766,tertiary,16.629
4612052768,1216466345,tertiary,18.953
4612165481,497190493,living_street,44.266
4629278393,1628786770,residential,58.288
4629278394,1628786734,residential,56.228
4656695033,4505318828,living_street,62.933
4677584342,2880479531,residential,91.453
4677584342,1731170251,residential,136.276
4677584342,2880479523,residential,33.755
4685339955,4526689718,residential,36.9
4685339955,1165604053,residential,80.787
4685392590,3092699113,secondary,84.004
4685392590,452682218,residential,13.27
4685392598,1110698255,secondary,25.349
4685392598,10840321818,secondary,86.475
4685392607,25632285,secondary,83.084
4685392627,474794846,tertiary,5.118
4685392627,474797441,living_street,70.659
4685392627,474800358,tertiary,77.54
4685448853,413301124,primary,53.317
4685448853,413301106,primary,80.193
4685552123,4573702124,residential,67.592
4685552123,9907338334,tertiary,91.988
4685552123,12144320155,tertiary,102.408
4685552138,1594780246,living_street,116.789
4685582565,114312390,motorway_link,185.156
4685582565,25507581,motorway,282.107
4685582836,560975933,residential,290.822
4685615426,5268328250,residential,75.824
4687572363,4687572368,living_street,76.452
4687572368,4505305042,living_street,55.449
4687572368,4505305040,living_street,45.379
4687572368,4687572363,living_street,76.452
4695525092,1243857939,motorway,712.289
4703906251,473859815,tertiary,11.186
4703906251,4246373461,tertiary,27.988
4703910293,474541483,residential,168.241
4703910293,3140385691,living_street,24.729
4703910299,474546975,residential,95.407
4703910299,3140385691,living_street,95.565
4708552713,299611387,residential,37.575
4708552713,4708552719,residential,98.091
4708552719,299611581,residential,38.404
4708552719,4708552713,residential,98.091
4708644785,343634570,residential,114.164
4708644785,343634545,residential,26.943
4708644788,343634545,secondary,30.515
4708644788,4708644785,residential,30.488
4708644895,4708644909,secondary,19.677
4708644895,4708644900,secondary,22.52
4708644900,343634530,secondary,134.26
4708644909,4708644900,secondary,29.856
4708644909,128655654,secondary,121.516
4708680492,423185164,primary,34.6
4718335967,480348688,living_street,5.015
4718335968,480348703,living_street,45.26
4718336104,480328314,residential,63.486
4718387879,3250683172,residential,296.893
4718387992,11099661448,residential,24.252
4718387992,4718387998,residential,104.513
4718387998,6702736624,residential,15.844
4718387998,4718387992,residential,104.513
4718387998,4718387992,living_street,146.339
4718388013,444004661,residential,20.664
4718388013,3250683172,residential,484.582
4718388013,6702736622,living_street,18.653
4718388084,444004676,secondary,99.869
4718388084,444004669,secondary,18.857
4718388084,444011318,living_street,110.705
4720550785,930155434,secondary,174.696
4720550785,2168865934,tertiary,7.118
4720552011,4720552012,living_street,55.969
4720552011,343646786,secondary,39.692
4720552012,670393821,residential,35.854
4720552012,4720552014,living_street,46.968
4720552012,343646786,residential,36.574
4720552014,698593228,secondary,55.072
4722390314,480495862,living_street,21.018
4722390329,1353859183,residential,56.366
4722390329,122528341,primary,21.41
4722390329,311887526,primary,190.813
4722746602,112263308,motorway,1064.897
4722746633,10911688817,motorway,25.727
4722746633,314553196,"['motorway', 'motorway_link']",172.938
4722746637,4722746602,motorway,359.175
4722746638,4722746637,motorway_link,24.923
4722746638,25504027,motorway_link,88.304
4723379542,1110673561,motorway,265.961
4723433446,1105984398,trunk,181.743
4723433446,1110673562,motorway_link,141.312
4728107920,480486049,residential,30.069
4728107920,480476987,residential,23.578
4728107920,428215710,living_street,50.21
4728190616,480482932,living_street,46.936
4728190671,497240500,living_street,114.46
4728190673,480476972,living_street,8.688
4728190673,4728190677,living_street,32.976
4728190673,480323939,living_street,64.641
4728190677,4728190673,living_street,32.976
4731603473,5291598250,motorway_link,10.456
4731603473,1209790954,secondary,363.484
4734724174,8375236667,living_street,44.762
4734724174,1788788776,living_street,33.283
4734724174,1788788736,living_street,51.993
4734724200,497871206,secondary,23.757
4734724200,4452248084,secondary,85.522
4734857643,500009874,residential,12.33
4734857643,8375125373,living_street,51.571
4737133822,3800017852,tertiary,10.044
4737133822,1207560213,tertiary,165.856
4737133828,5581600175,tertiary,91.823
4737169831,4737169844,living_street,113.058
4737169844,2102009670,residential,105.914
4737169844,2102009665,residential,132.664
4737169844,4737169831,living_street,113.058
4747463623,479225996,living_street,102.255
4749945156,510772661,residential,195.967
4751327677,128655671,secondary,204.862
4751327677,414905299,secondary,83.03
4751434514,427277908,living_street,42.01
4751631299,560400989,residential,158.293
4751631299,3950967858,residential,80.445
4751631299,560401009,residential,104.153
4751660540,534478846,residential,190.429
4751660540,4751660572,tertiary,18.278
4751660572,1393866633,tertiary,8.584
4751660586,4452315865,residential,84.838
4751728939,7844352884,primary,113.734
4751728939,513936352,tertiary,95.35
4751728939,4751728950,primary,119.267
4751728950,4464130475,primary,256.441
4751728950,4751728939,primary,119.267
4751728983,414905299,secondary,309.143
4751728983,126638962,primary,71.113
4751728983,138194473,primary,37.901
4751728994,299614078,primary,22.121
4751728994,4751729025,primary,116.837
4751729004,4751729011,primary,2.681
4751729011,5305866753,primary,49.027
4751729015,253283047,residential,118.893
4751729015,138196470,primary,76.66
4751729015,299614078,primary,104.895
4751729025,4751728994,primary,116.837
4751729025,126638962,primary,35.451
4751729025,299614426,residential,136.88
4751729050,1788785773,primary,104.295
4751793164,138194386,tertiary,89.278
4751793164,404770462,secondary,59.937
4753732469,534476352,residential,42.354
4753732474,534476367,residential,5.548
4753732474,534476384,residential,126.32
4753732474,4444174173,residential,42.935
4753741507,513936347,residential,104.253
4753741829,299614580,tertiary,127.73
4753741829,299614329,residential,110.842
4753748896,513921037,residential,67.283
4753748915,4492375900,living_street,46.281
4753748915,25632466,tertiary,161.62
4753748918,4492375900,living_street,12.656
4753748918,4753752221,living_street,8.743
4753748918,4753752225,living_street,11.981
4753752221,4753748918,living_street,8.743
4753752225,4753748918,living_street,11.981
4753793616,3149005247,residential,30.794
4753793616,3149005246,residential,35.444
4753793616,479512748,residential,28.424
4753795450,10811800156,motorway_link,22.594
4753795450,10811800154,motorway_link,22.351
4758581075,480499782,residential,7.397
4758581075,428210300,residential,82.832
4758581091,1143318424,residential,157.62
4758581091,428215436,residential,58.703
4758581091,428215431,living_street,55.441
4758581105,126544301,motorway_link,22.545
4758581337,1264279331,living_street,61.146
4773464589,4773464590,living_street,26.744
4773464589,4773464591,living_street,26.031
4773464589,480499782,living_street,83.675
4773464590,4773464589,living_street,26.744
4773464591,4773464589,living_street,26.031
4773506914,1264279449,secondary,98.206
4773506914,1106228175,secondary_link,19.036
4773520967,480346512,residential,9.158
4773520967,9365855634,living_street,94.893
4773520967,111447973,residential,62.179
4804199166,2169223436,residential,6.522
4888395226,343646741,residential,168.619
4888395227,425727393,secondary,76.611
4888395227,4888395226,secondary,26.498
4888395227,343646747,secondary,26.606
4889253754,343634560,secondary,233.957
4889253759,343634513,secondary,14.289
4889253759,4889253754,residential,40.69
4907380639,435759031,residential,94.863
4907380639,287458421,tertiary,115.341
4907380639,2073945447,residential,260.257
4914064309,415754663,residential,163.901
4925459192,2466286885,residential,90.121
4925459192,2204446946,"['living_street', 'residential']",65.577
4925459193,4925459192,residential,63.009
4925459193,3092601790,secondary,92.456
4925459193,138230335,secondary,84.766
4942615695,1393866615,tertiary,189.442
4942615697,4942615701,secondary,7.723
4942615701,4942615712,secondary,61.346
4942615701,4942615695,tertiary,24.074
4942615712,4942615701,secondary,61.346
4942615712,560976045,secondary,40.032
4942615712,4942615714,residential,55.322
4942615714,4942615712,residential,55.322
4966894473,414952136,motorway_link,198.438
4966894473,4505205730,residential,87.167
4966894473,414134082,residential,36.948
5051437246,560975913,residential,135.894
5051610943,138230335,secondary,26.726
5051610943,1548165654,secondary,99.682
5185113724,1097394633,residential,27.328
5185113724,9841388823,residential,14.802
5185113724,1097394598,residential,227.747
5185113760,4444137411,residential,106.978
5198412994,412246608,tertiary,28.844
5198412994,4455723336,secondary,160.401
5198413009,2060757032,tertiary,137.555
5198413009,432597947,tertiary,88.202
5198413009,4526607777,living_street,321.753
5198539829,4573598283,living_street,26.544
5198563347,1106006315,residential,206.094
5198563347,299579766,residential,34.257
5239687625,1548070715,living_street,92.341
5239695580,1548066440,residential,105.646
5239695580,1548064141,residential,78.702
5239695580,5239695585,living_street,35.23
5239695585,5239695580,living_street,35.23
5239695587,5239695588,living_street,10.942
5239695588,5239695587,living_street,10.942
5239695588,4444137438,residential,86.354
5239695588,1548064141,residential,72.023
5239695595,1548063143,residential,139.677
5239695595,114323948,residential,84.233
5239695595,4444137488,unclassified,81.177
5244467683,415754700,residential,114.586
5244467683,7088940335,residential,304.768
5244467683,1097379651,residential,82.592
5244467715,1198805100,residential,19.407
5244467715,4458099436,residential,31.493
5244467715,1198805185,living_street,55.317
5244467720,1198805157,residential,7.029
5244467720,5244468027,residential,32.259
5244467720,5244468027,living_street,53.582
5244468027,4458099434,residential,6.246
5244468027,5244467720,residential,32.259
5244468027,5244467720,living_street,53.582
5244468063,1474720662,residential,60.554
5244468063,5244468066,residential,18.181
5244468066,413301118,secondary,24.961
5244468070,5244468066,secondary,21.794
5244468070,5244468063,residential,18.673
5245919868,128655643,secondary,163.287
5245919868,1353844822,secondary,123.699
5245919868,128655654,secondary,70.805
5257856441,560978265,residential,29.028
5257856441,1594780050,residential,56.757
5257856441,9444462104,residential,19.45
5258500724,343646751,residential,284.992
5258500724,5258500725,residential,114.493
5258500725,128566335,tertiary,51.577
5258500725,4526688723,tertiary,225.546
5264200586,560409305,residential,80.059
5264200605,560408985,residential,41.458
5265675528,414120971,secondary,99.579
5265675528,534476364,residential,144.939
5265675528,534476354,secondary,117.883
5268129261,1108076389,residential,121.034
5268149559,1108076389,residential,53.341
5268149596,513921229,living_street,12.299
5268149596,513921229,living_street,35.57
5268149596,513921226,living_street,19.182
5268328250,5268328251,living_street,67.875
5268328250,138242342,residential,66.398
5268328250,4685615426,residential,75.824
5268328251,5268328250,living_street,67.875
5270226521,1097394598,living_street,40.617
5277663155,12144320155,residential,18.497
5277793575,4458099436,residential,23.383
5277793575,1198805189,residential,41.924
5277793575,5277793592,living_street,105.067
5277793592,1198805177,residential,22.529
5277793592,5277793575,living_street,105.067
5277793608,1198805185,residential,4.2
5277793608,1198805203,living_street,63.984
5280329743,4458083613,unclassified,10.895
5280329743,4458083610,unclassified,77.165
5280329743,4458083609,unclassified,19.858
5281900838,1548076886,living_street,45.739
5281900843,1548076910,residential,246.562
5284320721,343646675,residential,336.311
5284320721,2363578534,secondary,129.167
5284320721,343646659,secondary,81.729
5284368076,129549662,tertiary,153.611
5284385982,25632278,residential,289.538
5284452740,1842003050,tertiary,22.859
5284452740,5284452750,tertiary,28.413
5284452750,2572799251,tertiary,11.667
5284452750,1842003050,primary,26.598
5284452753,5284452750,primary,7.116
5284452753,2572799251,primary_link,9.276
5284452753,1842003048,tertiary,70.112
5284452787,5284452803,secondary_link,9.099
5284452787,343646781,secondary,341.767
5284452790,5284452808,primary,13.534
5284452790,5284452787,secondary,39.916
5284452792,5284452797,secondary_link,21.741
5284452792,343646787,primary,24.156
5284452797,1842003085,secondary,24.658
5284452803,1842003085,secondary_link,19.243
5284452803,5284452808,secondary_link,29.273
5284452808,5284452792,primary,13.415
5284452808,5284452939,secondary_link,12.042
5284452939,1264279362,primary,71.502
5284452951,5284452952,residential,6.695
5284452951,3149005231,residential,204.778
5284452952,4489612860,residential,11.462
5284452954,510786388,residential,27.067
5284452954,510786379,living_street,62.271
5284452954,510786366,residential,68.512
5284498223,299594484,secondary,6.799
5284498223,1290727908,residential,177.748
5284498238,299612350,tertiary,119.126
5286357304,8278953839,tertiary,10.886
5286357304,1264279389,tertiary,107.539
5286357304,4458159372,residential,297.935
5286362670,5286376463,residential,70.881
5286362670,11059585761,residential,32.684
5286376463,5286362670,residential,70.881
5286376463,8245520054,"['living_street', 'residential']",44.336
5286376463,10116221398,living_street,56.955
5286385840,444030221,residential,136.103
5291509666,2206192847,residential,89.683
5291509666,335739965,residential,150.898
5291509671,126592365,secondary,68.742
5291538854,129548927,residential,109.168
5291598235,128583756,motorway_link,194.17
5291598235,5291598250,secondary,119.32
5291598240,128579825,"['motorway_link', 'secondary']",316.963
5291598240,128588858,"['secondary', 'secondary_link']",103.869
5291598250,5291598240,secondary,90.769
5291598263,403124585,unclassified,73.431
5291598263,128583756,motorway_link,65.083
5291598266,403124585,residential,12.785
5291598308,10926636885,residential,9.466
5291598308,129548929,secondary,189.019
5291598308,10926636886,secondary,22.621
5291836418,1541417335,secondary,217.536
5291836451,343634638,residential,126.651
5291836451,343634629,residential,4.202
5291943563,128655633,living_street,116.071
