u,v,highway,length
428217628,428217633,secondary,219.771
428217628,3753025800,residential,252.833
428217633,428217628,secondary,219.771
428217633,429544589,secondary,18.65
428217633,4441072558,living_street,83.883
428217648,4439996069,residential,39.104
428217648,497922435,tertiary,118.146
428217657,408439364,secondary,13.005
428217657,4468847596,tertiary,36.167
428217657,500009820,secondary,110.968
428670442,428670448,residential,33.843
428670442,416007724,living_street,118.645
428670442,504782500,residential,72.654
428670445,504782500,residential,19.616
428670445,416007714,residential,226.578
428670446,428670445,residential,39.689
428670446,4452315761,residential,26.973
428670448,428670442,residential,33.843
429378624,429378632,secondary,68.588
429378624,112265315,secondary,46.745
429378624,112581017,secondary,108.073
429378625,429378626,secondary,4.483
429378625,1225943124,tertiary,85.385
429378626,5476877577,secondary,28.614
429378626,429378628,secondary,80.912
429378628,1398332921,secondary,244.632
429378628,5476877577,secondary,57.071
429378628,257735445,secondary,95.308
429378632,112265315,secondary,51.906
429378632,3166553930,secondary,112.788
429378633,2181385006,residential,65.891
429378633,2181385049,tertiary,19.026
429378638,2713658889,secondary,19.644
429378638,2181385046,secondary_link,32.387
429378647,2181385046,secondary,51.216
429378647,429378638,secondary,54.149
429378649,257735563,secondary,136.24
429378649,2181385035,residential,61.027
429378649,2728364876,residential,93.349
429378660,3149004923,residential,74.425
429378660,429378661,residential,41.367
429378660,257735090,residential,162.64
429378660,429378663,residential,74.405
429378661,429378660,residential,41.367
429378663,429378660,residential,74.405
429378663,429378663,residential,49.489
429380546,1225943156,secondary,40.063
429380546,6241785581,residential,123.556
429380546,6241785567,secondary,95.539
429380546,257735105,residential,261.163
429380558,429380581,secondary_link,44.427
429380558,497871041,secondary,196.643
429380558,422547977,secondary,26.416
429380574,497871763,tertiary,167.92
429380574,497690673,tertiary,29.554
429380574,497870961,tertiary,71.498
429380581,422547977,secondary_link,41.284
429380581,2181328497,secondary,47.188
429380593,11066953404,tertiary,5.712
429380593,497871637,tertiary,28.395
429381406,4230347376,residential,305.829
429381406,497922611,secondary,132.267
429381406,408439365,secondary,54.815
429381407,497690631,secondary,200.587
429381407,429381408,tertiary,117.948
429381407,1788788661,residential,102.57
429381407,429381411,secondary,148.263
429381408,429381407,tertiary,117.948
429381408,4452248119,residential,67.476
429381408,1487179451,tertiary,162.394
429381411,2408316666,secondary,43.902
429381411,429381407,secondary,148.263
429381411,1264279325,secondary,380.098
429381414,497690573,residential,9.962
429381414,497690549,living_street,128.671
429381414,12112411480,residential,69.388
429381416,500009837,residential,52.113
429381416,2529071496,tertiary,28.386
429381416,4422245562,tertiary,25.564
429432804,4470121106,secondary,91.061
429432804,4470121106,residential,241.574
429432805,3517427360,residential,10.859
429432805,429432807,secondary,151.662
429432807,497690631,secondary,257.41
429432807,1143317932,secondary,34.595
429432811,1487179453,tertiary,14.555
429432811,1487179460,tertiary,52.194
429432811,500009888,residential,19.617
429432812,1788788662,tertiary,32.72
429432812,1487179453,tertiary,87.394
429432820,2529071496,tertiary,41.441
429432820,4230347377,secondary,227.171
429432820,497320541,secondary,29.935
429432823,8410131055,tertiary,48.797
429432823,8402558867,tertiary,6.812
429432823,500009885,residential,227.618
429432832,4422245572,tertiary,57.386
429432832,4468615954,tertiary,38.76
429433589,2165720771,secondary,15.285
429433589,429433615,secondary,32.383
429433590,497922675,tertiary,35.463
429433590,497870739,tertiary,70.234
429433590,2127738969,secondary,239.991
429433590,408439365,secondary,54.58
429433591,4455231281,tertiary,5.43
429433591,497922743,residential,48.328
429433592,497922838,residential,38.455
429433592,497869807,tertiary,69.35
429433594,429433615,residential,24.34
429433594,429433589,tertiary,39.9
429433615,2163913950,secondary,80.249
429433615,429433589,secondary,32.383
429541653,429541654,tertiary,141.532
429541653,111636733,primary,159.842
429541654,429541655,tertiary,38.437
429541654,429544555,residential,205.65
429541655,112290054,residential,345.417
429541655,429541682,tertiary,311.656
429541682,409083012,tertiary,27.124
429541682,4452248084,residential,30.643
429542189,497922579,tertiary,131.775
429542189,429544563,tertiary,48.926
429542194,497922502,tertiary,54.457
429542194,8245315046,tertiary,60.31
429542198,497311270,tertiary,135.73
429542198,497311253,tertiary,97.165
429542198,1646061468,tertiary,91.612
429544555,429541654,residential,205.65
429544555,410199071,residential,215.648
429544555,429661809,residential,160.319
429544563,3982165184,tertiary,44.615
429544563,1837851104,tertiary,32.366
429544563,1837851105,tertiary,36.458
429544563,429542189,tertiary,48.926
429544580,429544585,tertiary,68.641
429544580,4441072520,tertiary,142.115
429544580,4441072501,residential,90.232
429544585,1788788867,living_street,97.103
429544585,1646061445,tertiary,92.232
429544585,429544580,tertiary,68.641
429544589,8464287645,secondary,21.263
429544589,428217633,secondary,18.65
429661809,3139458274,secondary,140.101
429661809,429544555,residential,160.319
429661809,2165720771,secondary,160.904
429661809,1837851104,tertiary,84.974
430006697,412246600,secondary,212.541
430267067,4907380639,tertiary,95.553
430267079,3554953706,residential,20.914
430267079,112651995,primary,27.539
430267081,430267082,residential,26.936
430267082,3554953708,residential,36.874
430267082,430267081,residential,26.936
430267082,3554953710,residential,28.938
430267083,435759031,residential,43.314
430267083,3554953710,residential,112.701
430267083,431925046,residential,63.487
430284833,430284836,residential,131.106
430284833,112652015,secondary,55.644
430284833,2102030072,secondary,48.331
430284836,112652015,primary,147.145
430284846,2102030072,residential,56.923
431647219,431647254,residential,57.544
431647219,112613584,primary,281.161
431647237,3250683243,residential,52.059
431647237,128560419,residential,313.094
431647237,2169223401,residential,63.811
431647238,2485736724,residential,13.353
431647238,3250683243,residential,15.942
431647238,431647237,residential,199.726
431647245,431647254,residential,275.433
431647245,444004650,secondary,46.069
431647245,112613584,secondary,68.691
431647254,431647219,residential,57.544
431647254,431647266,residential,98.882
431647254,431647245,residential,275.433
431647266,11231012625,residential,71.024
431647266,431647272,residential,77.465
431647266,431647254,residential,98.882
431647272,4605838355,residential,177.516
431647272,431647266,residential,77.465
431647272,8865527871,residential,305.782
431647309,2485736724,residential,17.484
431647309,2169195488,residential,22.806
431647320,297880026,residential,50.993
431647320,2169223436,residential,21.702
431647320,2169223416,residential,41.225
431654297,3250683179,"['living_street', 'residential']",371.032
431654297,9560884637,residential,87.184
431654297,343646736,residential,30.129
431925046,430267083,residential,63.487
431925048,430267079,primary,157.003
432578781,6249303828,residential,205.906
432578781,4523960189,secondary,76.754
432578781,412248019,secondary,160.219
432578798,299573551,secondary,73.772
432578798,432578842,residential,171.216
432578800,432578841,residential,169.642
432578800,299573943,secondary,53.992
432578800,299573551,secondary,108.852
432578810,445439284,tertiary,67.958
432578810,445439337,living_street,69.969
432578810,432578938,residential,61.897
432578810,411504999,tertiary,47.082
432578813,445439290,tertiary,66.657
432578813,445439343,living_street,69.434
432578813,411504999,tertiary,48.204
432578817,432578945,residential,94.645
432578817,411504977,residential,65.893
432578817,411835384,residential,355.355
432578825,297369732,secondary,28.812
432578825,401623785,secondary,102.447
432578829,432578835,residential,39.438
432578829,4441072626,residential,196.323
432578829,432578841,residential,135.965
432578831,4282469015,residential,61.93
432578831,432578922,residential,369.559
432578831,4573598493,residential,112.857
432578835,432578829,residential,39.438
432578835,432578838,residential,105.166
432578835,432589605,residential,234.924
432578836,445041886,residential,181.702
432578836,12085962393,primary,26.412
432578837,1838438345,residential,20.603
432578837,432578838,residential,148.18
432578837,112613620,residential,68.823
432578838,432578835,residential,105.166
432578838,432578837,residential,148.18
432578838,445041885,residential,131.932
432578838,1837681069,residential,201.289
432578841,432578800,residential,169.642
432578841,4441072626,residential,287.499
432578841,432578842,residential,184.326
432578841,432578829,residential,135.965
432578842,10913803153,residential,92.98
432578842,432578845,residential,44.392
432578842,432578841,residential,184.326
432578842,432578798,residential,171.216
432578845,432578848,unclassified,154.603
432578845,432578848,residential,127.596
432578845,432578842,residential,44.392
432578848,432578845,unclassified,154.603
432578848,432578845,residential,127.596
432578848,4478069058,residential,76.054
432578852,7075675243,residential,97.535
432578856,297369726,residential,34.3
432578856,297369729,residential,74.205
432578856,12030853066,residential,236.925
432578859,12030853066,residential,42.338
432578859,7075675243,residential,111.12
432578859,401623786,residential,55.232
432578865,432578866,residential,26.122
432578865,4393941394,residential,30.002
432578865,1223751654,residential,116.495
432578866,10913803153,residential,18.267
432578866,432578865,residential,26.122
432578866,4393941410,residential,53.058
432578922,432578831,residential,369.559
432578922,4455723303,living_street,144.504
432578922,411835384,residential,50.742
432578938,411835382,residential,115.477
432578945,432578938,residential,94.19
432578945,432578813,residential,64.519
432589603,445439300,primary,39.775
432589605,432578835,residential,234.924
432589605,432589603,residential,65.934
432589605,4441072626,residential,318.265
432597947,5198413009,tertiary,88.202
432597947,8890136768,tertiary,221.45
432597947,8960917598,tertiary,7.416
435240919,2084091557,residential,22.722
435240919,435240972,residential,110.926
435240964,8866648782,tertiary,91.673
435240964,4526609649,residential,249.695
435240970,435240972,residential,91.975
435240970,4526609649,residential,37.951
435240972,435240970,residential,91.975
435240972,2449318866,residential,76.809
435240972,435240919,residential,110.926
435468987,435469018,residential,63.661
435468987,343646689,tertiary,148.764
435468987,316511863,tertiary,112.283
435468997,316511863,tertiary,19.882
435468997,2225284288,tertiary,11.994
435469009,435469019,residential,52.596
435469009,435477342,residential,30.915
435469018,435468987,residential,63.661
435469018,435469023,residential,79.264
435469018,4464000788,living_street,69.708
435469019,435477342,residential,34.977
435469019,435469023,residential,61.757
435469023,435469018,residential,79.264
435469023,435469019,residential,61.757
435469023,435468997,residential,107.26
435477342,343646709,residential,140.703
435477342,1165603979,residential,72.098
435759031,4907380639,residential,94.863
435759031,430267083,residential,43.314
435759031,6551223731,residential,80.449
444004620,444004625,residential,58.225
444004620,444004626,residential,35.977
444004622,444004626,residential,11.585
444004622,11012578979,residential,14.871
444004625,444004620,residential,58.225
444004626,444004622,residential,11.585
444004626,444004627,residential,58.425
444004626,444004620,residential,35.977
444004627,444004626,residential,58.425
444004628,444004632,residential,25.736
444004628,444004629,residential,58.375
444004628,11012578962,residential,68.633
444004629,444004628,residential,58.375
444004630,444004622,residential,18.777
444004630,11012578979,residential,10.02
444004632,444004646,residential,194.897
444004632,444004630,residential,20.261
444004644,444004645,residential,44.028
444004644,444004646,residential,38.848
444004644,2169148352,residential,116.734
444004645,420774512,tertiary,96.634
444004645,444004655,tertiary,163.525
444004645,444004644,residential,44.028
444004646,444004644,residential,38.848
444004646,444004632,residential,194.897
444004646,444004647,residential,59.568
444004647,444004646,residential,59.568
444004648,2102009665,residential,50.661
444004648,8865527860,secondary,58.422
444004648,444004650,secondary,84.424
444004648,8865527871,residential,87.306
444004649,2060757023,residential,37.136
444004649,444004651,residential,73.094
444004650,444004648,secondary,84.424
444004650,431647245,secondary,46.069
444004651,444004649,residential,73.094
444004651,112613589,residential,192.346
444004651,2605258290,residential,87.67
444004652,10017874480,residential,27.378
444004652,112613592,primary,158.649
444004655,444004645,tertiary,163.525
444004655,112613592,tertiary,85.015
444004656,444004659,residential,35.302
444004656,297880033,residential,86.158
444004656,3250683206,residential,58.129
444004657,3250683206,residential,70.618
444004657,297880050,residential,87.525
444004657,3250683217,residential,95.518
444004659,444004656,residential,35.302
444004661,4718388013,residential,20.664
444004661,3250683195,residential,17.982
444004661,6702736624,residential,23.068
444004662,432597947,tertiary,50.693
444004667,8960917600,residential,163.566
444004667,4455723326,residential,14.327
444004668,444004667,residential,27.081
444004668,4455723326,residential,32.057
444004669,4718388084,secondary,18.857
444004669,411506246,secondary,43.086
444004669,2084091568,residential,189.035
444004676,4718388084,secondary,99.869
444004676,287458452,secondary,78.652
444004676,4573598276,living_street,47.227
444004683,4573598285,living_street,154.162
444004683,444004683,"['living_street', 'residential']",55.432
444011313,4381093236,secondary,11.126
444011318,1548554599,residential,149.436
444011318,411506246,residential,38.511
444011318,4718388084,living_street,110.705
444017060,4473275397,residential,13.921
444017060,444017062,residential,90.498
444017060,444017062,residential,97.353
444017062,444017063,residential,78.883
444017062,444017060,residential,97.353
444017062,444017060,residential,90.498
444017063,444017065,tertiary,30.015
444017063,444017071,tertiary,34.104
444017063,444017062,residential,78.883
444017065,444017068,tertiary,34.397
444017065,444017063,tertiary,30.015
444017065,4573702095,residential,44.605
444017067,4573702098,residential,72.232
444017068,444017065,tertiary,34.397
444017068,4573702096,residential,43.812
444017068,2168903806,tertiary,84.802
444017069,4573702097,residential,21.527
444017071,444017063,tertiary,34.104
444017071,4473265202,tertiary,216.921
444017071,4473275400,residential,81.31
444023177,343646668,residential,90.633
444023177,1548540063,living_street,144.466
444023185,1223751803,residential,110.5
444023185,299574281,secondary,8.4
444023185,299574280,secondary,185.921
444026520,444026528,residential,53.479
444026520,444026527,residential,133.512
444026527,420776961,residential,35.719
444026527,444026528,residential,83.909
444026527,444026520,residential,133.512
444026528,2846609713,residential,48.598
444026528,444026527,residential,83.909
444026528,444026520,residential,53.479
444030213,3570149405,residential,19.802
444030213,444030215,residential,207.219
444030215,444030213,residential,207.219
444030215,444030221,residential,71.031
444030215,4452315786,residential,78.917
444030215,444030216,residential,121.874
444030216,444030215,residential,121.874
444030221,444030224,residential,125.674
444030221,444030215,residential,71.031
444030221,5286385840,residential,136.103
444030224,444030247,residential,69.791
444030224,444030227,residential,147.141
444030224,444030221,residential,125.674
444030227,444030240,residential,23.92
444030227,444030234,residential,82.867
444030227,444030224,residential,147.141
444030230,789686042,residential,101.761
444030230,1731170868,residential,55.898
444030230,444030240,residential,161.896
444030234,444030227,residential,82.867
444030234,789711113,residential,24.52
444030240,444030227,residential,23.92
444030240,3570149423,living_street,103.095
444030240,444030230,residential,161.896
444030247,444030224,residential,69.791
444030247,444030255,residential,495.041
444030247,789711113,residential,182.866
444030255,447881534,residential,42.656
444030255,444030247,residential,495.041
445041885,432578838,residential,131.932
445041886,1838438345,residential,54.27
445041886,432578836,residential,181.702
445041887,445041886,living_street,122.041
445041887,269565777,secondary,153.225
445041888,112613620,primary,6.212
445439255,445439343,living_street,49.626
445439255,420777494,residential,70.607
445439258,445439255,residential,47.469
445439258,445439340,living_street,47.162
445439274,445439334,living_street,47.485
445439274,420777495,residential,49.484
445439284,432578810,tertiary,67.958
445439284,445439334,living_street,69.333
445439284,411835470,tertiary,47.562
445439290,411504977,tertiary,44.38
445439290,432578813,tertiary,66.657
445439290,445439344,living_street,68.808
445439300,445041888,primary,242.478
445439334,1223751730,living_street,19.751
445439334,445439274,living_street,47.485
445439334,445439284,living_street,69.333
445439337,445439340,living_street,47.199
445439337,1223751697,living_street,17.426
445439337,432578810,living_street,69.969
445439340,445439337,living_street,47.199
445439340,445439258,living_street,47.162
445439340,411504999,living_street,70.896
445439343,445439255,living_street,49.626
445439343,445439344,living_street,66.301
445439343,432578813,living_street,69.434
445439344,445439343,living_street,66.301
445439344,445439347,living_street,26.374
445439344,445439290,living_street,68.808
445439347,445439344,living_street,26.374
446308238,112613601,primary_link,68.608
446308238,287458421,primary,195.679
447867547,122491913,primary,93.776
447867547,1731170260,primary,32.662
447872446,1731170837,primary,38.842
447872455,112617118,tertiary,82.032
447872456,2880479507,residential,133.362
447872456,447872455,residential,21.166
447881534,447867547,residential,81.927
447918300,444030255,residential,37.861
447918300,447881534,residential,39.654
452518418,126617351,secondary,19.475
452682212,452682218,residential,24.929
452682212,4685392590,secondary,25.55
452682218,2940931372,residential,148.971
452682249,25632376,secondary,30.592
452682249,452682270,secondary,129.968
452682253,452682304,secondary_link,25.458
452682253,7056419950,secondary,25.458
452682265,25632376,secondary,47.111
452682265,452682249,secondary,60.679
452682270,452682300,secondary,25.224
452682270,452682249,secondary,129.968
452682282,1110698255,secondary,212.322
452682282,1110698265,secondary,19.587
452682286,452682289,secondary,8.976
452682286,452682253,secondary,41.439
452682289,452682297,secondary,13.11
452682289,10840321817,secondary,29.721
452682297,452682270,secondary,24.907
452682300,452682286,secondary,12.758
452682300,10840292668,secondary,29.272
452682304,7056419949,secondary,4.337
452682304,452682289,secondary,64.808
455341194,475064050,residential,70.839
455341194,1417675671,secondary,127.527
473240006,137992807,residential,73.434
473240006,3900445952,living_street,64.11
473849954,473849956,residential,118.92
473849956,428214955,tertiary,78.622
473849956,126600950,tertiary,86.936
473859168,473859170,living_street,88.324
473859168,473849954,residential,18.284
473859170,473859168,living_street,88.324
473859815,4612052763,tertiary,40.013
473872067,4612031737,residential,16.13
473872067,474780958,residential,235.403
473874237,473877733,living_street,25.196
473874237,128560275,living_street,87.537
473874237,473878708,living_street,99.637
473877733,473874237,living_street,25.196
473877733,2397460874,living_street,119.708
473877733,1216789894,"['living_street', 'residential']",346.794
473878708,473874237,living_street,99.637
473879871,1216789883,secondary,42.246
473879871,128560274,secondary,68.743
473879871,473880555,living_street,70.352
473879887,473880555,living_street,84.216
473880555,473882633,living_street,17.512
473880555,473879887,living_street,84.216
473880555,473879871,living_street,70.352
473882633,473880555,living_street,17.512
474385798,474549060,secondary,130.63
474385800,474385798,living_street,71.125
474541483,474552495,tertiary,46.476
474541483,4612052766,tertiary,17.919
474541515,4703910293,residential,117.081
474543238,474546975,residential,30.147
474543238,474541515,residential,73.002
474543238,474544834,residential,99.889
474544834,474541515,residential,139.145
474544834,475073406,residential,228.423
474544834,474543238,residential,99.889
474546948,1107381206,residential,179.913
474546948,474694626,secondary,100.038
474546975,474543238,residential,30.147
474546975,474546985,residential,98.401
474546985,474546987,residential,30.845
474546987,126617427,residential,123.908
474546987,474551135,living_street,144.86
474549060,474549084,residential,175.205
474549060,126617427,secondary,166.924
474549084,474551135,residential,59.862
474549120,138209120,residential,10.463
474549120,3652922413,living_street,178.065
474551135,4703910299,residential,11.212
474552495,474541483,tertiary,46.476
474552495,138208872,tertiary,24.751
474552495,3140385690,residential,195.849
474559375,122452429,secondary,37.153
474676238,474677888,residential,282.368
474676238,343646851,residential,57.25
474677888,474676238,residential,282.368
474677888,474677911,residential,183.958
474677888,5865202421,residential,243.22
474677911,474677888,residential,183.958
474677911,475354599,living_street,69.237
474677911,474677934,residential,155.522
474677934,1788787115,secondary,126.236
474677934,474677911,residential,155.522
474682657,474683167,secondary,26.643
474682657,474683172,residential,43.796
474683167,2165604353,secondary,95.376
474683172,474683167,residential,43.656
474683172,5865202421,residential,225.241
474685694,474546985,residential,124.582
474685694,11040329700,residential,46.171
474690461,474691694,residential,162.203
474690461,1216466336,residential,316.803
474691686,474546948,secondary,86.107
474691694,474691686,residential,183.676
474691703,474690461,residential,83.503
474691703,474793814,tertiary,93.955
474691703,1105911801,tertiary,126.234
474694626,474695389,secondary,87.493
474695389,475329142,secondary,81.556
474695389,3117018924,residential,63.6
474695395,474694626,residential,63.315
474695427,474789325,tertiary,96.149
474695427,1216466495,tertiary,141.238
474697403,1107381207,residential,63.685
474697403,122452434,secondary,39.192
474697405,474697409,residential,114.439
474697405,1107381212,residential,142.003
474697409,1216466401,residential,95.392
474697409,4452315940,residential,91.492
474701471,474701473,residential,144.519
474701471,1216466414,residential,213.437
474701473,474728398,tertiary,94.27
474701473,474728395,tertiary,46.963
474728387,2689538408,tertiary,30.025
474728387,4452315940,tertiary,193.674
474728387,1216466495,tertiary,47.94
474728395,4452315940,tertiary,11.648
474728395,474701473,tertiary,46.963
474728398,1107381207,residential,37.968
474728398,122452434,tertiary,62.163
474728398,474701473,tertiary,94.27
474780335,4028361687,living_street,34.003
474780335,473849954,residential,71.548
474780958,473872067,residential,235.403
474785716,343646818,residential,76.839
474787957,475117687,living_street,9.45
474787957,475356004,living_street,247.059
474789304,1216466414,residential,42.932
474789304,343646734,tertiary,146.754
474789304,2689538408,tertiary,72.185
474789325,1107381193,residential,282.324
474789325,343646731,tertiary,91.961
474789325,474695427,tertiary,96.149
474793789,474794846,tertiary,55.708
474793789,8091600964,secondary,126.386
474793789,128560446,secondary,58.636
474793814,474798130,living_street,46.175
474793814,474800358,tertiary,15.09
474793814,474691703,tertiary,93.955
474794842,128560446,secondary,16.857
474794842,474797429,secondary,33.496
474794846,4685392627,tertiary,5.118
474794846,4457851537,residential,36.549
474797429,474794842,secondary,33.496
474797429,425725652,secondary,106.74
474797441,474794842,living_street,42.673
474797441,474797429,living_street,68.287
474798130,474793814,living_street,46.175
474799742,4526688740,residential,13.063
474799742,474800738,residential,45.645
474800358,474793814,tertiary,15.09
474800358,474799742,residential,61.776
474800358,4685392627,tertiary,77.54
474800738,474799742,residential,45.645
474800738,4526688752,residential,130.497
474800745,474800746,residential,11.882
474800746,4526688751,residential,89.541
474800746,4526688751,living_street,98.74
474802735,1216466336,residential,120.782
474802735,4457851537,residential,276.275
474818251,474787957,living_street,45.205
474818251,1107381200,residential,19.767
475044410,126600959,tertiary,58.528
475044410,474385800,living_street,42.35
475044410,138208872,tertiary,97.962
475049092,1417675671,residential,126.632
475049092,1252543215,tertiary,106.895
475052386,4612022408,residential,63.381
475052386,25632361,residential,181.883
475054556,1417675673,residential,171.759
475054556,335560768,residential,44.587
475064050,475064052,residential,33.626
475064052,1417693658,residential,28.376
475064052,137982073,residential,31.902
475073406,475352608,residential,41.794
475073406,474544834,residential,228.423
475073406,3148938224,residential,143.153
475080479,474682657,residential,133.537
475080479,475082799,residential,36.989
475082799,5865201872,secondary,98.786
475116899,1107381200,living_street,42.464
475117687,1107381200,living_street,47.78
475117687,474785716,living_street,90.456
475328014,475329138,residential,34.939
475328017,475328014,residential,62.709
475328017,474697403,secondary,31.924
475329138,3117018924,residential,80.061
475329138,475329142,residential,63.413
475329142,475328017,secondary,33.3
475333883,1216466378,residential,87.352
475333883,12139419792,residential,125.845
475333883,4505281859,"['living_street', 'residential']",107.36
475338021,475338021,residential,89.711
475338021,1216466444,residential,63.85
475339286,930155434,residential,39.565
475339286,10257072748,residential,15.915
475341668,1866347324,tertiary,123.149
475341668,335562324,secondary,217.66
475341697,475347095,residential,136.559
475341697,475341703,residential,38.067
475341703,7859526776,residential,117.209
475341703,2754519751,residential,96.754
475344017,4573825432,residential,236.683
475347095,475341697,residential,136.559
475347095,2754519751,residential,109.373
475352608,1143317949,living_street,37.883
475352608,475073406,residential,41.794
475352608,1788787242,residential,73.075
475354599,475354600,living_street,45.803
475354599,11040331920,living_street,69.428
475354599,474677911,living_street,69.237
475354600,475354599,living_street,45.803
475354600,11040331913,living_street,108.306
475354600,475354682,living_street,37.92
475354682,11040331914,living_street,9.923
475354682,11040331919,living_street,9.634
475354682,475354600,living_street,37.92
475356004,343646810,tertiary,138.337
475356004,343646735,tertiary,157.243
475356004,474818251,residential,101.647
475394841,128560274,tertiary,47.121
475394841,8493177618,tertiary_link,12.389
475394859,1422610108,tertiary,86.318
475408774,3392939454,residential,68.967
475408774,3130312338,residential,58.845
475410116,475410118,living_street,102.15
475410116,138234852,tertiary,48.231
475410118,475410511,living_street,48.717
475410118,10026724460,living_street,21.116
475410511,2352603829,secondary,58.792
475410511,286968787,secondary,61.202
475548530,138223440,residential,165.51
475548530,475549495,residential,172.636
475549048,138223440,living_street,282.91
475549495,475552096,residential,127.888
475549495,475549048,living_street,47.221
475552091,2213321498,residential,95.664
475552091,2213131485,residential,75.638
475552096,2213447626,residential,197.545
475552096,2213321498,residential,34.34
475555187,286969970,residential,30.488
475555577,12064941346,residential,8.785
475555577,2213201783,living_street,15.1
475564016,1788784895,residential,67.047
475564016,2915001116,residential,47.529
475564016,1788784923,residential,134.273
475568688,475568776,residential,74.575
475568688,2269315823,living_street,207.853
475568688,2273284449,residential,33.734
475568776,2255075997,residential,223.332
475572180,2269315823,living_street,87.888
475704953,475708335,living_street,260.135
475704953,2616040192,secondary,220.481
475704953,138218138,secondary,188.814
475708335,475704953,living_street,260.135
475708335,475715798,living_street,97.408
475715798,475716312,residential,89.843
475715798,122549700,residential,12.437
475716312,475715798,residential,89.843
475873985,12061988778,living_street,95.24
475873985,2204446946,living_street,12.619
476009975,129559334,living_street,38.567
478087374,1223806734,residential,146.961
478087440,1223806738,residential,27.354
478089188,478089195,residential,88.975
478089188,478087374,residential,91.15
478089195,2618547510,residential,92.063
478100783,1223806734,residential,74.011
478115206,2616040159,living_street,84.734
478208164,128677724,residential,8.209
478208164,297880620,residential,347.909
478212483,5297710833,living_street,2.722
478632189,1143316313,secondary,178.588
478632189,111467271,secondary,29.695
478632189,478863000,residential,89.812
478632387,478863000,residential,54.466
478632725,2681392509,"['living_street', 'residential']",325.214
478645965,2616040153,living_street,41.399
478645965,478646306,living_street,116.382
478645965,478645996,living_street,45.734
478645996,478645965,living_street,45.734
478645996,2619594977,residential,94.609
478646205,478646306,living_street,30.435
478646205,478645996,residential,106.945
478646306,478646205,living_street,30.435
478646306,2616040192,living_street,50.377
478646306,478645965,living_street,116.382
478821668,111467271,primary,111.072
478821668,3391598608,primary,24.359
478821940,3391598608,primary,7.068
478821940,2616040186,secondary,25.007
478821940,111467467,primary,454.347
478862297,1594649037,living_street,48.677
478863000,478903418,residential,29.8
478863000,478632189,residential,89.812
478863000,478632387,residential,54.466
478863000,111467270,residential,26.513
478863293,1143317012,residential,22.81
478863896,297880608,living_street,108.144
478863896,1594649037,living_street,472.174
478902811,1353874575,tertiary,55.24
478902811,297880533,tertiary,172.799
478903237,478903689,living_street,43.756
478903237,111459776,residential,90.147
478903237,10084843176,living_street,36.853
478903418,478863000,residential,29.8
478903418,3282597138,living_street,114.812
478903689,478903237,living_street,43.756
478903689,3282597138,living_street,150.003
478903689,111459780,living_street,50.074
478927788,4554424112,tertiary,47.81
478927788,297880533,tertiary,206.312
478927788,4554424113,residential,40.393
478928715,3092548268,residential,440.304
478928715,479225996,residential,50.545
479183080,129786479,tertiary,95.967
479183169,479183377,residential,35.346
479183169,479183225,residential,221.548
479183225,311889489,secondary,56.262
479183225,311889376,secondary,136.412
479183377,479183169,residential,35.346
479183608,479183873,secondary,267.474
479183608,311889375,secondary,108.146
479183608,4554424124,tertiary,266.675
479183873,129789018,tertiary,148.995
479183873,5297703224,secondary,80.263
479183873,479183608,secondary,267.474
479183986,479184009,residential,35.589
479184009,479183986,residential,35.589
479184009,2303963043,residential,186.03
479184009,479184136,residential,88.584
479184108,479184136,residential,57.148
479184136,479184108,residential,57.148
479184136,479184009,residential,88.584
479184136,4554424124,residential,100.391
479184232,5297676319,residential,71.358
479184232,479183169,residential,98.562
479184251,1108247111,residential,33.047
479184251,479184464,residential,14.07
479184251,479184346,"['living_street', 'residential']",74.861
479184346,1108247111,residential,63.315
479184346,479184251,"['living_street', 'residential']",74.861
479184346,129784803,living_street,44.438
479184362,1108247111,residential,36.147
479184464,479184251,residential,14.07
479225615,479225626,living_street,42.142
479225615,478928715,residential,45.498
479225626,479225615,living_street,42.142
479225641,479225864,living_street,166.531
479225641,479226826,living_street,71.375
479225641,479226309,residential,73.585
479225864,479225907,living_street,74.006
479225864,479225641,living_street,166.531
479225864,4452315737,living_street,109.554
479225907,479225864,living_street,74.006
479225907,479225615,residential,177.165
479225996,4477810181,living_street,60.605
479225996,478928715,residential,50.545
479225996,4747463623,living_street,102.255
479226309,479226826,living_street,95.737
479226309,4477810186,living_street,32.198
479226309,479225907,residential,100.968
479226382,297880486,residential,275.008
479226382,128672584,secondary,185.623
479226382,1840161078,secondary,171.242
479226734,479226826,living_street,14.414
479226826,479226734,living_street,14.414
479226826,479225641,living_street,71.375
479226826,479226309,living_street,95.737
479292807,479435788,tertiary,41.219
479292807,2581829743,tertiary,130.958
479292807,479297762,residential,81.174
479292879,4505062037,living_street,34.929
479292879,4505062038,residential,12.887
479292879,5297746031,residential,25.502
479292902,479309406,residential,19.797
479292902,479297773,living_street,115.589
479292937,479292902,residential,23.905
479297761,1840161060,residential,21.835
479297761,479412037,residential,54.824
479297762,479297773,residential,21.742
479297762,1840161060,living_street,66.722
479297762,479292807,residential,81.174
479297762,479297761,residential,41.995
479297772,479411938,residential,12.252
479297772,1143318805,living_street,65.278
479297773,479309290,residential,19.085
479297773,479292902,living_street,115.589
479297773,4505062035,living_street,52.929
